net,edgegpu_latency,edgegpu_energy,raspi4_latency,edgetpu_latency,pixel3_latency,eyeriss_latency,eyeriss_energy,eyeriss_arithmetic_intensity,fpga_latency,fpga_energy
"(4, 4, 2, 1, 4, 3)",5.349893569946289,24.044205001195273,29.31877136004914,-1.0,10.200700000000001,7.823540000000004,1.5248928765,8.04259628308237,4.13456,28.941919999999996
"(0, 4, 2, 2, 2, 4)",6.5163469314575195,30.277119959195453,57.7488111799903,1.6975949650004623,18.4559,9.052340000000001,1.8422468285,16.964481165558244,5.72496,40.07472
"(0, 0, 1, 3, 0, 4)",4.791078567504883,20.91784902572632,8.02814689996012,0.8211867410000195,2.9668400000000004,3.399860000000001,0.6560350365000001,5.5954684920829,2.05776,14.40432
"(0, 1, 1, 0, 1, 0)",3.319106101989746,14.448068861961366,2.816041940022842,0.37528228700011823,1.05457,1.6795400000000003,0.3469645085,17.487799288179467,1.13296,7.93072
"(3, 3, 3, 3, 4, 0)",7.309417724609375,30.834778671264647,15.99786076003511,1.2062989530004415,4.759600000000001,4.137140000000002,0.7497782205,7.176039306364027,3.60336,25.22352
"(4, 0, 3, 3, 3, 1)",3.627748489379883,15.791589174270628,10.06182600001921,-1.0,3.39185,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712
"(3, 4, 0, 0, 4, 0)",5.200815200805664,22.44151759147644,10.816933620008058,1.267864980000013,4.1685,4.874420000000002,0.9338578365000001,3.4990663350154834,2.46736,17.271520000000002
"(2, 4, 4, 1, 4, 1)",3.944573402404785,17.77819232463837,25.58540414000163,1.157202287000473,8.38851,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552
"(1, 0, 2, 1, 0, 1)",2.7130937576293945,12.379846816062928,18.95125871997152,0.4846313509997344,5.830439999999999,3.1541000000000006,0.6601767485,25.40371154063418,2.39056,16.733919999999998
"(0, 3, 4, 1, 2, 4)",4.950509071350098,22.123825039863586,26.139818119991105,1.3297695170003863,9.06619,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472
"(0, 3, 1, 0, 0, 2)",4.730901718139648,21.7999951171875,22.566241079985048,0.7054928269999436,6.62209,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032
"(3, 1, 3, 0, 2, 4)",6.557435989379883,29.305181436538696,28.803774819971295,1.1058912500002407,8.47733,5.120180000000003,1.0004950045,13.63768779714061,3.83056,26.813920000000003
"(3, 1, 2, 4, 1, 0)",5.604653358459473,25.047195858955384,26.08317722006177,0.8920876980000685,7.784979999999999,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.207520000000002
"(0, 4, 3, 1, 1, 2)",3.770284652709961,16.992672929763792,25.525237980036763,-1.0,7.757359999999999,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.207520000000002
"(4, 2, 4, 0, 2, 3)",5.902509689331055,27.12596702893575,46.98656469998241,1.5227503470005104,14.067,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792
"(3, 0, 1, 0, 4, 0)",5.021238327026367,21.857450437545776,7.986290779954288,0.8494301110004017,2.93127,3.399860000000001,0.6560350365000001,5.5954684920829,2.05776,14.40432
"(2, 4, 1, 0, 2, 3)",6.021146774291992,27.823719244003296,41.788642600004096,1.211485657000594,12.7125,6.348980000000003,1.2824595165000001,17.923772231415303,4.57296,32.01072
"(0, 3, 0, 1, 3, 0)",4.388628005981445,18.93692984580994,10.467461380030727,0.6425391559996569,2.34342,2.1710600000000007,0.4094599645,12.684972307253295,2.16336,15.143519999999999
"(1, 0, 1, 2, 3, 4)",5.607881546020508,25.06162262916565,27.409560259984573,-1.0,7.80699,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.207520000000002
"(3, 2, 3, 1, 1, 1)",1.7708349227905273,8.319382467269898,4.924669499960146,0.395995392000259,1.57694,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672
"(1, 2, 0, 3, 1, 2)",4.748697280883789,22.12418063163757,38.70446501998231,-1.0,11.460600000000001,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352
"(1, 4, 2, 1, 4, 2)",4.977321624755859,23.3187518119812,40.72556393999548,-1.0,13.3658,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.271520000000002
"(4, 0, 1, 3, 0, 4)",4.927978515625,21.451490478515623,10.658216779993381,1.1907639410001138,4.114319999999999,4.8744200000000015,0.9338578365000001,3.4990663350154834,2.46736,17.271520000000002
"(0, 0, 1, 1, 3, 0)",3.6768007278442383,16.00511356830597,5.22407143995224,0.5069001349993414,1.71359,1.9253,0.3782122365,13.958377020741192,1.64816,11.53712
"(0, 4, 4, 4, 2, 2)",5.309128761291504,24.46446533203125,43.53998699996737,1.6673451160004333,14.7311,9.052340000000001,1.8068573885,11.695887305390933,4.87696,34.138720000000006
"(1, 0, 2, 4, 2, 4)",6.178898811340332,28.392040038108824,42.38601087999996,-1.0,13.4795,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.271520000000002
"(0, 1, 0, 4, 0, 3)",4.191937446594238,18.41098926544189,12.303175179986283,-1.0,2.8883,3.3998600000000003,0.6560350365000001,5.5954684920829,2.05776,14.40432
"(2, 4, 3, 1, 0, 0)",5.515265464782715,24.432626008987427,27.143281099997694,0.9895883589997538,7.82293,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.207520000000002
"(3, 2, 2, 3, 0, 3)",7.225885391235352,32.83442321777344,44.90536789999169,1.1622487160002493,12.921,5.365940000000003,1.0671321725,21.84376885617477,5.19376,36.356320000000004
"(1, 4, 0, 0, 2, 3)",5.08145809173584,22.837766483624776,26.002860619992134,-1.0,7.80022,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.207520000000002
"(2, 2, 0, 4, 4, 3)",6.255602836608887,28.82581787109375,45.37004700003308,1.5470729580001716,14.096200000000001,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792
"(4, 4, 4, 0, 0, 0)",4.752936363220215,20.689531989097592,11.192700739993597,1.395256849999896,4.81777,6.103220000000002,1.1804329085,1.8494716100921618,2.36176,16.53232
"(4, 3, 2, 0, 0, 2)",5.9546613693237305,27.20883268356323,41.835682279997854,1.2956382319998738,12.780299999999999,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072
"(0, 0, 1, 4, 0, 1)",2.3998308181762695,10.446463551521303,2.8269148399704136,0.3701999579998301,1.0574400000000002,3.1541000000000006,0.6247873085,4.5797302195526095,1.54256,10.79792
"(2, 4, 0, 4, 3, 3)",6.107888221740723,27.450885631243388,27.41230171995994,1.5269057649993556,9.6096,6.594740000000003,1.2783178045,10.214029718600303,4.24016,29.681120000000004
"(1, 2, 4, 4, 4, 1)",3.0898237228393555,13.629212441444396,9.305181299932883,-1.0,3.4763200000000003,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552
"(0, 1, 4, 4, 0, 0)",4.335231781005859,19.040337982177732,8.263569959963206,0.9813378910002939,3.54146,4.628660000000002,0.9026101085,2.6348779358235475,1.95216,13.66512
"(0, 3, 3, 4, 3, 4)",6.833233833312988,29.74506687641144,15.255220659964834,1.4399703130002308,5.40194,5.365940000000004,0.9963532925,4.733269738063558,3.49776,24.48432
"(1, 3, 3, 0, 0, 3)",6.058602333068848,27.07589382648468,13.990679039998213,0.6012112910002543,2.8094699999999997,2.416820000000001,0.44070769249999997,12.028393341589998,2.67856,18.74992
"(3, 0, 1, 2, 4, 4)",5.9586286544799805,26.70458741982778,28.51233183995646,1.3278731330001392,9.05216,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472
"(3, 2, 3, 4, 1, 0)",6.551680564880371,29.10911674976349,26.163750839987188,1.057559515000321,8.44342,5.120180000000002,1.0004950045,13.63768779714061,3.83056,26.813920000000003
"(2, 3, 3, 2, 4, 4)",7.769918441772461,35.318164277076725,47.839682400008314,1.6620674539999527,14.7101,8.069300000000002,1.5915300444999998,13.825687043123041,5.49776,38.484320000000004
"(4, 3, 2, 2, 2, 3)",7.187666893005371,33.487340054512025,60.7137967399467,1.5690524360006748,18.370900000000002,8.069300000000002,1.6269194845,19.48696844861478,6.34576,44.420320000000004
"(2, 2, 3, 4, 2, 3)",7.457537651062012,34.105184062719346,59.67882691998966,1.555040876000021,18.6145,8.069300000000002,1.6269194844999997,19.48696844861478,6.34576,44.420320000000004
"(1, 1, 4, 0, 4, 4)",4.689817428588867,20.775891208648684,10.82224738005607,-1.0,4.67379,6.103220000000002,1.1804329085,1.8494716100921618,2.36176,16.53232
"(2, 3, 2, 0, 2, 3)",6.986651420593262,32.550808968544004,56.7391993199999,1.271978575000503,17.2699,6.594740000000003,1.3490966844999999,24.379052645567025,5.93616,41.55312
"(2, 0, 3, 0, 4, 1)",4.58308219909668,20.539846722284956,23.940326600059052,0.9051438910000797,7.7933900000000005,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.207520000000002
"(1, 2, 0, 1, 1, 2)",3.3884096145629883,16.17965590953827,34.905698820002726,0.7326914919995033,10.8116,4.628660000000002,0.9733889885000001,26.596398064089787,3.64816,25.537119999999998
"(1, 0, 2, 2, 1, 1)",1.7601490020751953,8.200534200668335,19.713914160020067,0.4821123539995824,5.81043,4.628660000000002,0.9733889885000001,26.596398064089787,3.64816,25.537119999999998
"(0, 4, 3, 1, 2, 4)",4.965310096740723,22.375342399279276,30.03734131998499,1.3332577969995327,9.022770000000001,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472
"(1, 1, 0, 0, 3, 0)",4.527478218078613,20.056728506088255,5.132430119992932,-1.0,1.6777,1.9253,0.3782122365,13.958377020741192,1.64816,11.53712
"(2, 4, 1, 2, 4, 4)",6.368522644042969,29.186939277648925,44.80330573998799,1.7043062900002042,14.630799999999999,9.052340000000001,1.8068573885,11.695887305390933,4.87696,34.138720000000006
"(2, 1, 1, 1, 1, 3)",0.6213140487670898,2.5610565090179445,22.30883222000557,-1.0,6.22182,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032
"(2, 0, 4, 1, 1, 4)",3.0563831329345703,13.304435777664184,26.527839440022944,-1.0,8.39167,6.103220000000002,1.2158223485000001,10.258998026736016,3.20976,22.468320000000002
"(0, 1, 0, 0, 3, 4)",4.779696464538574,20.806018710136414,8.049488920005388,0.8545709679992797,2.9429000000000003,3.399860000000001,0.6560350365000001,5.5954684920829,2.05776,14.40432
"(2, 4, 3, 0, 2, 1)",4.218487739562988,19.653934378623962,39.2162007400475,0.7921174329994756,11.3418,6.348980000000003,1.2824595165000001,17.923772231415303,4.57296,32.01072
"(3, 3, 2, 3, 1, 1)",3.1098127365112305,12.879289448261261,19.048250280029606,0.48216875799971604,5.80787,3.8913800000000016,0.7539199325,19.072037932451035,3.93616,27.55312
"(1, 0, 0, 0, 3, 2)",4.7208452224731445,21.390149703025816,22.69034894001379,-1.0,6.6252200000000006,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032
"(1, 3, 3, 1, 0, 2)",5.34027099609375,24.068601379394533,25.495625120020122,0.6968686120007987,7.0345200000000006,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672
"(3, 2, 0, 2, 2, 2)",6.805200576782227,32.3178975391388,69.06462054001167,1.389200625999365,21.593400000000003,7.823540000000004,1.6310611964999997,26.169658809034683,6.67856,46.74992
"(2, 2, 1, 1, 2, 2)",5.525970458984375,27.027521514892577,65.85349823995784,1.1659841319997213,20.3994,7.577780000000003,1.5998134684999998,27.338497976076106,6.16336,43.14352
"(0, 0, 4, 3, 1, 4)",4.384431838989258,19.08543179512024,10.689402999996673,1.277704523000466,4.12358,4.874420000000002,0.9338578365000001,3.4990663350154834,2.46736,17.271520000000002
"(0, 3, 2, 1, 4, 0)",5.629711151123047,25.159179134368898,25.68586970002798,0.9698432459999822,7.951560000000001,4.874420000000002,0.9692472765000002,14.069085832664296,3.31536,23.207520000000002
"(3, 1, 4, 3, 2, 0)",6.370916366577148,28.71372006416321,29.176816059989505,1.098526600000696,8.413590000000001,5.120180000000003,1.0004950045,13.63768779714061,3.83056,26.813920000000003
"(0, 3, 2, 1, 0, 3)",5.299801826477051,24.28545856952667,24.98553715995513,0.7724190779999844,7.17804,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672
"(0, 4, 3, 0, 4, 4)",5.468502044677734,23.80438940048218,17.194170040020254,1.5358075570002256,5.3608199999999995,6.348980000000003,1.2116806365000001,2.545403624468115,2.87696,20.13872
"(1, 3, 3, 0, 3, 0)",6.34800910949707,27.632883653640747,14.511211259959964,-1.0,2.89731,2.416820000000001,0.44070769249999997,12.028393341589998,2.67856,18.74992
"(0, 1, 0, 3, 2, 4)",5.534486770629883,24.940242217381794,25.240817820013035,0.9870416579997254,7.825699999999999,4.874420000000002,0.9692472765000002,14.069085832664296,3.31536,23.207520000000002
"(3, 3, 4, 3, 0, 3)",6.636648178100586,28.88932951927185,24.411039280021214,1.1494867809997231,4.71709,4.137140000000002,0.7497782205,7.176039306364027,3.60336,25.22352
"(4, 1, 3, 3, 1, 3)",4.987883567810059,22.09632420539856,12.18780274000892,-1.0,3.91203,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712
"(3, 4, 4, 0, 2, 3)",5.865168571472168,26.50274171829224,27.92879749998974,1.4649176809998607,9.72449,6.594740000000003,1.2783178044999999,10.214029718600303,4.24016,29.681120000000004
"(2, 4, 2, 1, 1, 0)",3.591313362121582,16.18604932308197,39.16713657999935,-1.0,12.124799999999999,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432
"(0, 3, 4, 0, 0, 3)",5.021452903747559,21.858384490013123,13.140530620003119,1.0100479579996318,3.55288,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072
"(4, 0, 1, 4, 4, 1)",3.1110000610351562,13.781730270385742,8.094097479988704,0.8621194779998405,3.3964600000000003,6.103220000000002,1.1804329085,1.8494716100921618,2.36176,16.53232
"(4, 3, 2, 2, 4, 1)",3.9623165130615234,17.850235891342162,25.422660619951785,1.1643748440001218,8.35652,7.823540000000003,1.5602823165,14.084950458399808,4.98256,34.87792
"(3, 1, 1, 0, 0, 1)",2.8311681747436523,12.32407506465912,4.919195660040714,0.39596555099979014,1.6028699999999998,1.9253,0.3782122365,13.958377020741192,1.64816,11.53712
"(0, 4, 4, 0, 3, 3)",5.302143096923828,23.150924142201738,12.97072389999812,1.2330824259997826,4.72075,5.120180000000002,0.9651055645,4.181177211239183,2.98256,20.87792
"(2, 0, 1, 3, 2, 0)",6.087274551391602,27.89189199447632,39.67847829997481,0.9083228560002681,11.566,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352
"(2, 2, 2, 1, 4, 0)",6.373915672302246,29.696073117256162,54.82369457997265,1.3394992989997263,17.165200000000002,7.577780000000003,1.5644240285,20.86006697108513,5.31536,37.20752
"(0, 0, 3, 2, 0, 0)",5.188074111938477,23.185503206253053,23.80558935998124,0.8214241140003651,6.73624,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032
"(3, 3, 2, 0, 1, 3)",6.229658126831055,27.840342168807986,26.405182060043444,0.8390072399997734,7.77611,3.891380000000001,0.7539199325,19.072037932451035,3.93616,27.55312
"(3, 2, 1, 4, 2, 0)",6.694016456604004,30.671983404159548,41.90185981999093,1.2313351140001032,12.7285,6.348980000000003,1.2824595165000001,17.923772231415303,4.57296,32.01072
"(1, 4, 1, 3, 3, 1)",0.6140804290771484,2.531239528656006,0.13664272002642974,-1.0,0.0354946,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072
"(1, 1, 1, 1, 1, 4)",0.6371116638183594,2.5771166801452634,0.062890539993532,-1.0,0.0269043,3.1541000000000006,0.6247873085,4.5797302195526095,1.54256,10.79792
"(1, 1, 4, 0, 4, 3)",4.652981758117676,20.0760652923584,10.402001459951862,-1.0,4.05494,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002
"(3, 4, 4, 2, 0, 4)",6.248373985290527,27.919817757606506,34.68491065999842,1.6508492390003084,10.3644,7.823540000000004,1.5248928765,8.04259628308237,4.13456,28.941919999999996
"(1, 1, 1, 3, 1, 4)",0.6933927536010742,2.8581649303436283,0.18815018003806472,-1.0,0.0587533,3.399860000000001,0.6560350365000001,5.5954684920829,2.05776,14.40432
"(3, 1, 3, 2, 4, 2)",7.0401811599731445,32.25811007499695,43.027052559991716,1.2989033000003474,13.2261,6.594740000000003,1.3137072445000002,17.296541182083665,5.08816,35.61712
"(2, 1, 0, 4, 4, 4)",5.631804466247559,25.448247114817303,25.628073580010096,1.510619243000292,9.64665,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552
"(2, 0, 3, 2, 3, 0)",6.819906234741211,31.076039409637453,43.68745353996928,1.2129802780000318,12.2738,5.120180000000002,1.0358844445000002,23.094198383042034,4.67856,32.74992
"(0, 2, 2, 1, 1, 0)",4.176077842712402,19.297655711174013,34.077817180004786,0.7444469799993385,10.723,4.628660000000002,0.9733889885000001,26.596398064089787,3.64816,25.537119999999998
"(0, 0, 1, 3, 4, 0)",4.638934135437012,20.19328029155731,8.000758740017773,0.845302931000333,2.95332,3.399860000000001,0.6560350365000001,5.5954684920829,2.05776,14.40432
"(4, 1, 0, 2, 2, 1)",3.0629396438598633,13.917997741699219,39.1432120600075,-1.0,11.9685,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432
"(4, 1, 2, 4, 1, 0)",4.969291687011719,22.267396049499514,25.745428259979235,1.1610670670006584,8.27417,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.468320000000002
"(1, 3, 2, 1, 0, 3)",5.1776838302612305,23.791457200050353,24.3455327799893,0.6948176079995392,7.0960600000000005,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672
"(2, 3, 4, 2, 2, 4)",7.4398088455200195,34.37935667514801,62.146420080025564,1.7645701719993667,18.9911,9.298100000000002,1.8734945564999999,16.576940405799448,6.24016,43.68112
"(0, 1, 1, 4, 0, 4)",4.306092262268066,19.075988721847537,8.196958519984037,0.9608040510001956,3.46736,4.628660000000002,0.9026101085,2.6348779358235475,1.95216,13.66512
"(1, 3, 3, 2, 0, 2)",6.52925968170166,29.91706786155701,41.451078620011685,-1.0,12.185799999999999,5.120180000000001,1.0358844445000002,23.094198383042034,4.67856,32.74992
"(4, 2, 1, 2, 1, 1)",0.5851650238037109,2.389228792190552,0.011851960007334128,-1.0,0.00389283,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432
"(1, 2, 4, 2, 3, 3)",6.967158317565918,31.65876739501953,45.952139840010204,-1.0,14.7289,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712
"(3, 4, 3, 4, 3, 0)",6.66471004486084,29.011482825279234,15.399004459977732,1.4420055199998387,6.20944,5.365940000000004,0.9963532925,4.733269738063558,3.49776,24.48432
"(4, 4, 1, 3, 4, 2)",5.349335670471191,24.168298559188845,27.736908059960115,1.5412479529995835,12.0978,7.823540000000004,1.5248928765,8.04259628308237,4.13456,28.941919999999996
"(0, 1, 2, 0, 3, 0)",5.491833686828613,24.469780297279357,23.176527300020098,0.7319559449997541,8.07907,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032
"(4, 0, 3, 0, 3, 1)",3.732891082763672,16.322066259384155,9.98038263998751,-1.0,4.41308,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072
"(4, 3, 3, 4, 4, 0)",6.463537216186523,28.21980348587036,20.37848872001632,1.567329614999835,7.81248,6.594740000000003,1.2429283645,3.1315182551169403,3.39216,23.74512
"(1, 1, 3, 4, 2, 3)",5.730757713317871,25.895383853912357,27.336284840057488,-1.0,10.1795,5.120180000000001,1.0004950045,13.63768779714061,3.83056,26.813920000000003
"(2, 3, 2, 1, 0, 0)",6.263489723205566,30.95416621208191,38.57096477993764,0.8943113239993181,13.641,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352
"(2, 2, 3, 1, 4, 2)",6.525335311889648,28.65927268981934,58.052356820044224,1.3750533180000275,20.1843,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392
"(0, 4, 2, 4, 0, 3)",5.436258316040039,24.49759205818176,30.302498860037304,1.361090835000141,9.90554,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472
"(1, 3, 1, 2, 1, 4)",4.386992454528809,19.934493713378906,25.725355239992496,-1.0,8.10325,4.874420000000002,0.9692472765000002,14.069085832664296,3.31536,23.207520000000002
"(2, 0, 3, 1, 0, 0)",5.528321266174316,27.249095520973203,22.794789200052037,0.7311211149999508,6.63936,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032
"(4, 3, 0, 2, 1, 2)",4.940214157104492,22.82708288192749,41.121807279996574,-1.0,12.6995,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072
"(4, 3, 3, 0, 1, 3)",5.929093360900879,28.157264370918273,12.51012944005197,0.9343200749999596,4.12083,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712
"(1, 0, 2, 1, 0, 0)",4.348235130310059,19.593147497177124,19.34561346002738,0.5909646800000701,5.9551099999999995,3.1541000000000006,0.6601767485,25.40371154063418,2.39056,16.733919999999998
"(4, 4, 2, 2, 2, 2)",6.495661735534668,31.10122838973999,74.19355882004311,1.7830288850000215,23.188299999999998,10.526900000000001,2.1554590685,18.734445752444724,6.98256,48.87792
"(0, 2, 0, 4, 2, 2)",5.581560134887695,26.14960923194885,54.48119423999742,1.4303284870002244,17.068099999999998,7.577780000000003,1.5644240285,20.86006697108513,5.31536,37.20752
"(2, 2, 2, 1, 2, 2)",6.161670684814453,31.083574714660646,82.07698758000333,1.3665915470000982,25.603900000000003,9.052340000000001,1.9130257084999998,27.50166888589287,7.42096,51.94672
"(0, 2, 0, 2, 4, 3)",5.618753433227539,25.964259614944456,42.36215142002038,1.3317743769994195,12.824200000000001,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072
"(0, 4, 3, 0, 2, 3)",5.594501495361328,25.210688571929932,26.83052497995959,1.2418619469999612,8.814459999999999,5.120180000000001,1.0004950045,13.63768779714061,3.83056,26.813920000000003
"(3, 0, 3, 0, 4, 3)",5.968647003173828,26.059112815856935,12.644740960022318,1.0521423629998026,4.52372,3.891380000000001,0.7185304925,6.793315189634498,3.08816,21.61712
"(1, 3, 3, 1, 2, 2)",5.694937705993652,27.70587193965912,42.969176359983976,-1.0,13.5692,5.120180000000003,1.0358844445,23.094198383042034,4.67856,32.74992
"(1, 2, 3, 4, 0, 4)",6.360611915588379,28.582469744682314,26.69752966001397,-1.0,10.4267,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472
"(0, 2, 0, 2, 4, 4)",6.201000213623047,30.089320036570232,43.44189572002506,1.5743434249998245,16.4325,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.271520000000002
"(3, 3, 0, 1, 4, 4)",5.840926170349121,25.425551619529724,18.01405733996944,1.2435936729998502,6.02624,5.120180000000003,0.9651055645,4.181177211239183,2.98256,20.87792
"(2, 4, 4, 4, 1, 0)",5.386533737182617,24.065237226486207,29.005661039991537,1.5012094039993826,12.7021,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552
"(2, 2, 4, 3, 0, 2)",6.589899063110352,30.197114140192667,59.14326363999862,1.4699330749999717,23.3657,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392
