net,val_accs
"(3, 4, 4, 0, 2, 0)",0.8883999999999999
"(3, 4, 2, 0, 4, 4)",0.8981
"(4, 4, 1, 2, 1, 3)",0.8647
"(3, 3, 2, 4, 3, 4)",0.9190999999999999
"(0, 3, 4, 2, 0, 0)",0.8788333333333332
"(2, 2, 0, 3, 1, 4)",0.9299000000000001
"(3, 0, 4, 4, 0, 0)",0.85875
"(0, 1, 3, 2, 0, 2)",0.9366333333333334
"(4, 1, 4, 3, 4, 3)",0.8262
"(4, 1, 0, 2, 1, 2)",0.91635
"(3, 2, 0, 3, 0, 3)",0.9334
"(0, 3, 0, 3, 3, 4)",0.9022333333333334
"(0, 1, 1, 0, 2, 3)",0.9237333333333333
"(4, 4, 4, 3, 0, 2)",0.8338
"(3, 0, 0, 0, 1, 4)",0.8696
"(2, 0, 4, 3, 0, 4)",0.8950499999999999
"(3, 4, 3, 1, 0, 2)",0.91405
"(0, 2, 0, 0, 0, 3)",0.8836333333333335
"(3, 1, 0, 3, 0, 0)",0.9033500000000001
"(4, 2, 1, 2, 4, 3)",0.90765
"(4, 4, 0, 0, 3, 2)",0.9013499999999999
"(4, 4, 1, 1, 3, 4)",0.81435
"(0, 4, 0, 4, 1, 0)",0.6268666666666667
"(4, 0, 2, 1, 0, 4)",0.8756499999999999
"(3, 1, 2, 2, 1, 0)",0.9268500000000001
"(3, 3, 3, 1, 4, 2)",0.92345
"(2, 4, 0, 1, 2, 3)",0.9379500000000001
"(3, 0, 1, 0, 0, 0)",0.8946000000000001
"(4, 0, 0, 2, 3, 2)",0.9272999999999999
"(0, 0, 4, 2, 3, 4)",0.8674333333333334
"(0, 2, 2, 0, 3, 3)",0.9298000000000001
"(4, 2, 2, 3, 3, 2)",0.93255
"(3, 2, 2, 3, 4, 4)",0.9178499999999999
"(0, 1, 2, 4, 4, 4)",0.8745666666666666
"(0, 4, 0, 1, 4, 4)",0.5999333333333333
"(4, 1, 2, 3, 0, 2)",0.9148499999999999
"(4, 0, 4, 3, 3, 3)",0.8903
"(2, 0, 1, 2, 4, 4)",0.9083
"(3, 0, 1, 0, 3, 2)",0.9212
"(2, 0, 3, 0, 3, 0)",0.9290999999999999
"(3, 0, 2, 0, 0, 3)",0.9242
"(3, 2, 3, 2, 1, 2)",0.93455
"(0, 1, 0, 1, 3, 1)",0.8916499999999999
"(2, 1, 1, 3, 1, 2)",0.88945
"(2, 2, 2, 2, 0, 3)",0.9350999999999999
"(3, 4, 4, 1, 4, 3)",0.8730500000000001
"(4, 3, 1, 3, 2, 2)",0.9144
"(2, 2, 1, 4, 1, 4)",0.8826
"(4, 1, 0, 2, 4, 3)",0.8654
"(3, 2, 1, 1, 3, 3)",0.9207
"(4, 2, 2, 2, 2, 0)",0.9199333333333334
"(0, 1, 3, 2, 0, 4)",0.9167000000000001
"(3, 0, 2, 3, 1, 0)",0.9232333333333334
"(2, 3, 3, 0, 3, 0)",0.9254333333333333
"(0, 4, 2, 3, 0, 0)",0.8803666666666667
"(0, 3, 3, 3, 2, 4)",0.9192666666666667
"(4, 4, 3, 1, 3, 3)",0.8985666666666667
"(0, 3, 1, 4, 1, 2)",0.9124000000000001
"(0, 1, 1, 4, 0, 3)",0.8851333333333333
"(4, 2, 3, 2, 2, 0)",0.9221333333333332
"(3, 2, 2, 1, 3, 4)",0.9251666666666665
"(3, 4, 4, 4, 2, 4)",0.8891666666666667
"(3, 3, 1, 3, 0, 2)",0.9203000000000001
"(0, 3, 0, 3, 4, 0)",0.8712333333333333
"(0, 1, 0, 2, 1, 4)",0.9112666666666667
"(3, 1, 3, 0, 3, 2)",0.9202999999999999
"(4, 3, 4, 3, 0, 4)",0.8529000000000001
"(0, 0, 2, 2, 0, 2)",0.9318333333333334
"(3, 0, 3, 2, 1, 0)",0.9244666666666668
"(3, 4, 4, 2, 4, 3)",0.9055999999999998
"(2, 1, 1, 0, 1, 0)",0.9196666666666665
"(4, 0, 0, 0, 0, 0)",0.5691
"(4, 2, 0, 0, 2, 4)",0.8682333333333334
"(3, 2, 3, 1, 4, 2)",0.9315333333333335
"(2, 1, 4, 4, 0, 0)",0.8998
"(0, 0, 1, 0, 4, 2)",0.9087999999999999
"(2, 2, 3, 1, 3, 3)",0.9353333333333335
"(2, 2, 2, 2, 3, 3)",0.9347333333333334
"(2, 2, 4, 0, 2, 4)",0.9223666666666668
"(0, 2, 3, 0, 4, 2)",0.9211666666666667
"(3, 3, 0, 0, 3, 2)",0.9297333333333334
"(4, 0, 1, 2, 1, 2)",0.9223333333333333
"(3, 4, 0, 0, 0, 4)",0.8524333333333334
"(3, 3, 1, 2, 2, 3)",0.9183666666666666
"(0, 0, 1, 3, 2, 4)",0.9119333333333333
"(4, 4, 1, 4, 2, 3)",0.8428333333333333
"(0, 2, 3, 0, 3, 0)",0.9202333333333332
"(3, 2, 0, 3, 2, 0)",0.9287666666666666
"(4, 2, 3, 1, 4, 2)",0.9199333333333334
"(4, 3, 0, 0, 4, 2)",0.8786333333333333
"(3, 3, 4, 2, 1, 2)",0.9246666666666669
"(0, 1, 2, 3, 0, 4)",0.9190666666666665
"(0, 4, 3, 4, 3, 2)",0.9128666666666667
"(2, 0, 4, 4, 0, 2)",0.9176333333333333
"(0, 0, 0, 0, 1, 0)",0.7051666666666666
"(2, 3, 1, 2, 3, 0)",0.9316000000000001
"(4, 2, 0, 4, 0, 0)",0.7831333333333333
"(4, 3, 4, 2, 4, 4)",0.8525333333333333
"(3, 2, 4, 1, 4, 3)",0.9192
"(3, 1, 2, 4, 0, 0)",0.9195
"(4, 1, 0, 3, 1, 3)",0.8915333333333335
"(4, 0, 4, 3, 1, 0)",0.8591000000000001
"(3, 4, 4, 2, 0, 2)",0.9153000000000001
"(0, 2, 2, 2, 0, 4)",0.9219333333333333
"(0, 1, 3, 3, 0, 3)",0.9062
"(3, 2, 4, 0, 0, 2)",0.9264666666666667
"(4, 4, 3, 3, 0, 0)",0.8656666666666666
"(2, 1, 1, 3, 1, 4)",0.8802
"(4, 1, 3, 2, 0, 0)",0.8983
"(3, 1, 2, 4, 1, 4)",0.9175
"(3, 3, 0, 0, 0, 3)",0.9020999999999999
"(2, 0, 2, 4, 3, 3)",0.9325333333333333
"(2, 3, 2, 1, 2, 3)",0.9308666666666666
"(3, 1, 2, 2, 0, 3)",0.9304333333333333
"(2, 2, 0, 1, 0, 0)",0.9223333333333333
"(4, 1, 4, 4, 1, 3)",0.7874333333333334
"(3, 0, 0, 2, 1, 2)",0.9342333333333334
"(0, 0, 4, 4, 0, 0)",0.5550666666666666
"(3, 2, 4, 0, 2, 4)",0.9104333333333333
"(0, 4, 1, 0, 3, 4)",0.8548
"(0, 2, 3, 4, 4, 2)",0.9197666666666667
"(2, 0, 4, 4, 4, 3)",0.9025333333333333
"(2, 0, 3, 1, 3, 3)",0.9270333333333334
"(0, 2, 3, 0, 0, 3)",0.9255666666666668
"(0, 1, 2, 4, 2, 4)",0.9005333333333333
"(4, 2, 4, 1, 3, 3)",0.9195666666666666
"(2, 3, 1, 1, 0, 4)",0.9164999999999999
"(4, 2, 4, 2, 0, 4)",0.8648666666666667
"(3, 2, 0, 4, 1, 0)",0.9207666666666667
"(0, 0, 1, 2, 3, 3)",0.9205333333333333
"(0, 4, 1, 3, 4, 2)",0.9000666666666666
"(3, 3, 3, 2, 4, 0)",0.9190666666666668
"(4, 4, 0, 1, 0, 4)",0.5964333333333334
"(0, 2, 4, 0, 4, 2)",0.8767333333333334
"(0, 2, 3, 2, 3, 3)",0.9269333333333333
"(0, 3, 2, 4, 4, 4)",0.8671
"(3, 4, 2, 3, 3, 2)",0.9258666666666666
"(3, 0, 4, 4, 3, 0)",0.8824000000000001
"(2, 4, 1, 0, 3, 0)",0.9188666666666666
"(3, 4, 4, 3, 0, 0)",0.8735333333333334
"(0, 0, 2, 2, 0, 0)",0.8817999999999999
"(2, 4, 0, 2, 4, 3)",0.9305
"(2, 3, 0, 3, 2, 0)",0.9375999999999999
"(2, 3, 3, 4, 2, 2)",0.9331333333333334
"(2, 2, 0, 3, 2, 0)",0.9371333333333333
"(4, 1, 4, 0, 2, 2)",0.8503000000000001
"(4, 2, 3, 4, 3, 3)",0.9232333333333332
"(3, 2, 0, 3, 4, 0)",0.9199
"(4, 2, 4, 4, 2, 3)",0.9092666666666668
"(2, 3, 3, 2, 0, 0)",0.9305333333333333
"(0, 3, 4, 4, 2, 4)",0.8675333333333333
"(3, 2, 0, 4, 0, 0)",0.9204333333333333
"(4, 3, 1, 2, 0, 0)",0.8990666666666666
"(0, 3, 0, 1, 0, 4)",0.8678000000000001
"(0, 3, 4, 2, 4, 0)",0.8748333333333334
"(3, 3, 3, 1, 3, 0)",0.8920666666666667
"(4, 2, 1, 0, 3, 4)",0.8748
"(4, 1, 3, 4, 3, 3)",0.9013666666666665
"(0, 2, 3, 0, 0, 4)",0.8731
"(0, 2, 2, 4, 1, 0)",0.9132666666666667
"(4, 3, 3, 0, 4, 4)",0.8466333333333335
"(0, 0, 1, 0, 4, 0)",0.6853666666666666
"(4, 0, 2, 3, 3, 4)",0.9096
"(0, 4, 3, 1, 2, 0)",0.9139333333333333
"(2, 0, 2, 2, 2, 3)",0.9369333333333334
"(2, 0, 3, 3, 1, 0)",0.9332666666666667
"(0, 2, 3, 3, 4, 2)",0.9281333333333334
"(3, 3, 1, 0, 3, 3)",0.8811666666666668
"(3, 0, 3, 2, 0, 3)",0.9195666666666666
"(2, 2, 0, 0, 2, 2)",0.9417666666666666
"(4, 4, 3, 0, 2, 0)",0.8717
"(3, 2, 4, 2, 0, 3)",0.9238666666666666
"(3, 1, 2, 2, 4, 3)",0.9270999999999999
"(2, 3, 0, 0, 4, 2)",0.9366333333333334
"(2, 4, 0, 3, 0, 0)",0.9002333333333332
"(2, 1, 1, 2, 0, 2)",0.9291000000000001
"(0, 1, 3, 2, 1, 4)",0.9141666666666667
"(2, 3, 1, 1, 2, 3)",0.9230333333333333
"(0, 2, 4, 4, 2, 4)",0.8732666666666666
"(4, 4, 2, 3, 2, 2)",0.9186
"(4, 0, 0, 3, 4, 0)",0.7360333333333334
"(0, 2, 1, 2, 2, 4)",0.9166333333333331
"(0, 1, 0, 3, 4, 0)",0.8752333333333333
"(2, 3, 4, 2, 4, 0)",0.9241666666666667
"(4, 2, 0, 4, 3, 4)",0.8630666666666668
"(0, 2, 3, 3, 3, 3)",0.9286000000000001
"(2, 2, 3, 4, 2, 0)",0.9323333333333333
"(2, 4, 1, 2, 0, 0)",0.9224666666666667
"(4, 3, 1, 2, 1, 0)",0.9139333333333333
"(0, 2, 1, 1, 3, 0)",0.9210333333333334
"(2, 2, 4, 0, 3, 0)",0.9238333333333333
"(4, 3, 3, 3, 0, 2)",0.9155666666666665
"(2, 3, 1, 2, 4, 3)",0.9259666666666668
"(3, 1, 1, 2, 3, 0)",0.9102999999999999
"(3, 1, 3, 0, 2, 2)",0.9231666666666666
"(0, 1, 0, 4, 1, 3)",0.8853666666666667
"(3, 3, 4, 2, 4, 4)",0.8889666666666666
"(0, 3, 4, 4, 0, 2)",0.882
"(0, 1, 3, 3, 1, 4)",0.8993333333333332
"(3, 4, 4, 1, 3, 2)",0.9035666666666667
"(4, 0, 2, 4, 3, 0)",0.8773666666666666
"(0, 3, 4, 3, 0, 3)",0.8804333333333334
"(3, 4, 3, 3, 1, 3)",0.9044999999999999
"(2, 2, 1, 1, 3, 0)",0.9322666666666667
"(0, 4, 0, 1, 2, 4)",0.8761666666666666
"(3, 2, 2, 0, 4, 2)",0.9319666666666667
"(2, 4, 3, 2, 2, 2)",0.9348000000000002
"(3, 4, 3, 3, 3, 3)",0.9060333333333334
"(0, 1, 3, 0, 0, 4)",0.8705666666666667
"(2, 1, 2, 3, 3, 4)",0.9304666666666667
"(0, 0, 1, 1, 2, 4)",0.9125666666666666
"(2, 1, 0, 3, 0, 2)",0.93615
"(2, 2, 0, 2, 1, 2)",0.9408
"(2, 0, 0, 3, 1, 3)",0.9305
"(3, 0, 4, 4, 4, 4)",0.84965
"(3, 4, 3, 4, 4, 0)",0.8875
"(2, 0, 2, 2, 0, 3)",0.9324000000000001
"(4, 0, 0, 0, 1, 2)",0.9157500000000001
"(3, 2, 3, 0, 0, 4)",0.91035
"(0, 4, 4, 3, 4, 2)",0.8779
"(4, 4, 1, 1, 4, 4)",0.659
"(4, 1, 1, 3, 3, 2)",0.8545
"(3, 4, 2, 0, 1, 3)",0.91935
"(3, 3, 3, 0, 3, 2)",0.9238
"(3, 4, 3, 3, 2, 2)",0.9317
"(4, 4, 0, 0, 3, 0)",0.7312000000000001
"(3, 2, 0, 4, 4, 2)",0.93615
"(3, 1, 3, 0, 3, 4)",0.9033
"(3, 1, 4, 2, 4, 2)",0.91925
"(3, 4, 0, 4, 4, 0)",0.8578
"(2, 2, 2, 0, 2, 0)",0.9308333333333333
"(3, 3, 0, 3, 1, 2)",0.9296
"(2, 2, 0, 1, 4, 2)",0.9375
"(0, 3, 1, 1, 4, 3)",0.8949333333333334
"(0, 0, 1, 2, 0, 2)",0.9323
"(4, 1, 1, 0, 4, 0)",0.6990999999999999
"(2, 2, 1, 3, 2, 0)",0.93285
"(0, 0, 1, 0, 2, 4)",0.8743000000000001
"(2, 1, 1, 4, 2, 2)",0.907
"(2, 3, 4, 0, 0, 2)",0.9253
"(2, 2, 0, 1, 3, 3)",0.9384999999999999
"(2, 1, 3, 3, 3, 2)",0.9315000000000001
"(0, 0, 2, 1, 4, 4)",0.8750999999999999
"(4, 1, 3, 0, 1, 4)",0.8883500000000001
"(2, 2, 3, 1, 0, 2)",0.93375
"(0, 2, 3, 2, 1, 2)",0.9311
"(0, 0, 3, 1, 3, 0)",0.8952000000000001
"(3, 4, 3, 0, 2, 0)",0.91435
"(4, 1, 0, 3, 4, 0)",0.83475
"(3, 1, 0, 0, 2, 2)",0.9264
"(3, 2, 0, 2, 0, 2)",0.9377500000000001
"(0, 4, 0, 1, 4, 0)",0.6272
"(0, 3, 1, 3, 0, 3)",0.9071999999999999
"(2, 0, 4, 4, 3, 2)",0.9281999999999999
"(3, 3, 2, 0, 4, 4)",0.9141499999999999
"(0, 3, 1, 2, 4, 3)",0.9189666666666666
"(4, 2, 3, 2, 3, 2)",0.93385
"(0, 1, 0, 3, 3, 3)",0.9076
"(3, 4, 0, 1, 4, 3)",0.90185
"(0, 3, 3, 3, 3, 0)",0.8931
"(4, 3, 1, 2, 3, 4)",0.8794
"(4, 2, 2, 4, 2, 2)",0.9242
"(4, 1, 4, 3, 1, 0)",0.8222
"(0, 1, 1, 4, 4, 0)",0.7348333333333333
"(4, 3, 0, 3, 4, 2)",0.89225
"(3, 3, 2, 2, 1, 2)",0.93035
"(0, 2, 0, 4, 2, 0)",0.8809333333333332
"(3, 2, 2, 3, 3, 2)",0.9315000000000001
"(2, 2, 4, 4, 2, 0)",0.92435
"(4, 3, 3, 3, 3, 4)",0.9046000000000001
"(4, 3, 0, 0, 4, 3)",0.872
"(4, 2, 4, 1, 3, 0)",0.9113
"(0, 4, 2, 4, 2, 0)",0.8745666666666666
"(0, 0, 4, 1, 0, 2)",0.8801333333333333
"(4, 4, 4, 2, 2, 4)",0.82025
"(0, 2, 2, 3, 4, 2)",0.9272000000000001
"(4, 2, 3, 2, 0, 0)",0.9148999999999999
"(0, 2, 4, 4, 0, 4)",0.8026333333333332
"(4, 1, 1, 3, 4, 2)",0.834
"(3, 1, 3, 2, 0, 3)",0.9258
"(3, 3, 2, 4, 0, 4)",0.9156333333333333
"(2, 1, 4, 0, 1, 3)",0.9180333333333333
"(0, 1, 3, 4, 1, 4)",0.8849333333333333
"(3, 0, 3, 1, 4, 2)",0.9212333333333333
"(2, 0, 2, 4, 3, 4)",0.9229999999999999
"(0, 4, 2, 1, 0, 0)",0.8793333333333334
"(2, 0, 3, 3, 0, 0)",0.9272666666666667
"(4, 1, 2, 4, 4, 0)",0.8702999999999999
"(0, 1, 1, 0, 1, 3)",0.8886333333333334
"(4, 3, 1, 4, 0, 4)",0.8295
"(4, 1, 2, 3, 3, 0)",0.9163333333333332
"(2, 1, 2, 3, 4, 0)",0.9262666666666667
"(3, 3, 2, 2, 1, 3)",0.9294333333333334
"(0, 0, 1, 0, 0, 2)",0.9187333333333334
"(0, 2, 4, 3, 2, 0)",0.9129999999999999
"(3, 0, 0, 2, 4, 0)",0.8969666666666667
"(3, 4, 2, 2, 4, 3)",0.9243000000000001
"(4, 3, 1, 3, 0, 2)",0.9067333333333335
