net,epe_nas,fisher,flops,grad_norm,grasp,jacov,l2_norm,nwot,params,plain,snip,synflow,zen
"(3, 1, 3, 4, 1, 3)",19.723454358587713,1.95518159866333,5.588032,74.88678741455078,179.9686279296875,-72.97208677493234,185.1278076171875,697.8260543234437,0.164456,0.09146618843078613,180.3014373779297,54.39152016320761,47.47837829589844
"(2, 3, 1, 0, 3, 3)",18.99403350019408,11.956198692321777,14.220352,257.27423095703125,1366.96337890625,-69.57475019115464,237.15499877929688,715.9737310691834,0.407496,0.07329162955284119,487.2393493652344,77.53314251490033,76.77722930908203
"(4, 2, 1, 3, 1, 0)",24.15147726203736,0.5284458994865417,12.361792,49.700565338134766,17.043121337890625,-73.54848415377859,134.15274047851562,671.3794126085169,0.351496,-0.06747818738222122,101.6419906616211,53.05574141650736,50.85115051269531
"(3, 2, 3, 2, 3, 4)",32.82718219036746,1.6096450090408325,23.497792,130.3072509765625,247.91632080078125,-68.87057749889308,286.77899169921875,729.4206417461222,0.650536,0.23596647381782532,282.94342041015625,73.6199067138064,104.44005584716797
"(0, 1, 0, 2, 2, 4)",5.912150233299347,0.021719641983509064,20.226112,12.85934829711914,1.5521411895751953,-70.85088974469211,134.29615783691406,664.8328691997559,0.566536,0.020548008382320404,27.5157470703125,59.56059010758723,113.48330688476562
"(3, 2, 3, 1, 4, 0)",14.135587620525149,0.2201472371816635,13.452352,36.84383010864258,14.355262756347656,-70.28768945960144,184.74208068847656,694.7477656652538,0.379496,0.031904205679893494,82.5719985961914,56.679169520638204,70.53414154052734
"(4, 0, 2, 0, 3, 4)",8.325850743442203,0.009272358380258083,12.684352,3.66580867767334,0.17210602760314941,-185.02713422730665,134.14393615722656,643.4017980490049,0.351496,0.1525527834892273,10.863571166992188,55.60983496372574,202.7913818359375
"(4, 2, 4, 4, 4, 4)",15.105879067944839,0.007960462011396885,12.561472,2.9104557037353516,-0.07734012603759766,-451.6203537004195,83.36885070800781,596.5371956540431,0.323496,0.1923096925020218,7.794264793395996,53.08946521952619,165.90301513671875
"(3, 1, 4, 4, 2, 3)",17.202458377290046,0.23478339612483978,13.774912,37.995887756347656,22.74330711364746,-74.5359493549346,185.1463165283203,691.0691512592159,0.379496,0.09876830875873566,71.36211395263672,69.67358420845673,72.2049331665039
"(3, 3, 2, 2, 1, 3)",28.088994824149438,13.198997497558594,23.175232,325.2425231933594,922.30419921875,-69.92686018687527,286.8699645996094,729.2983959561901,0.650536,0.14601445198059082,544.8035888671875,83.86455373208845,103.06719970703125
"(0, 3, 2, 2, 0, 3)",30.257140459959242,0.01861523650586605,22.084672,15.25754165649414,3.130476474761963,-69.9062222270359,235.9957275390625,710.7354064388832,0.622536,0.08410080522298813,31.605648040771484,73.10767451729293,161.6177215576172
"(4, 4, 0, 0, 2, 4)",8.250495140214676,0.008382095023989677,11.916352,3.1132802963256836,-0.09337866306304932,-1719.401041445009,83.31930541992188,597.346715201339,0.323496,0.1839931756258011,7.737815856933594,53.02723362472804,169.20787048339844
"(2, 4, 3, 0, 4, 4)",17.9880384058527,0.1470746397972107,13.006912,25.006200790405273,9.819999694824219,-90.01383165166413,134.47462463378906,660.9271600266932,0.351496,0.2073974460363388,49.61203384399414,62.03193815969734,99.41098022460938
"(3, 2, 4, 3, 2, 2)",27.20030896786195,0.27701249718666077,31.362112,57.92980194091797,142.28619384765625,-69.76117646094016,287.4234924316406,725.5353974877603,0.865576,-0.0027216151356697083,144.2156219482422,93.00181116283974,139.7707977294922
"(3, 2, 0, 4, 1, 0)",41.88034138618134,0.021605422720313072,12.361792,9.284282684326172,1.639047622680664,-69.86923718021221,134.2587432861328,664.5926864922641,0.351496,0.03993811458349228,23.255718231201172,54.43606868231857,97.26276397705078
"(2, 3, 1, 3, 4, 0)",21.64982082487829,2.407449245452881,13.452352,83.69889831542969,412.60064697265625,-69.65895581649521,185.4874725341797,697.3554468520682,0.379496,0.18222880363464355,171.84365844726562,70.27609034024604,64.90380859375
"(0, 2, 1, 3, 0, 4)",27.21300871627955,0.029252320528030396,12.361792,12.173849105834961,4.053256511688232,-76.6834763975911,134.2413787841797,662.2155902531049,0.351496,0.017892129719257355,27.532255172729492,54.39184791836174,93.02387237548828
"(3, 0, 0, 1, 3, 3)",18.94171369826552,0.015492133796215057,5.265472,9.706928253173828,2.4131178855895996,-69.36670210910603,185.12918090820312,696.5916698688706,0.164456,0.05461485683917999,22.395709991455078,55.68900392525516,93.59540557861328
"(2, 0, 2, 2, 1, 2)",16.98545966898075,1.4052966833114624,37.813312,135.41958618164062,245.65667724609375,-70.89820500145129,236.13796997070312,712.718680744935,1.052616,0.02679995261132717,224.86769104003906,110.07702656513531,122.46390533447266
"(3, 1, 0, 3, 2, 3)",22.2046741793956,0.08162342756986618,14.220352,30.286638259887695,27.644916534423828,-69.46852086994889,236.47686767578125,714.2360933336065,0.407496,0.10534179955720901,55.31959533691406,76.26597973416747,87.81517028808594
"(2, 3, 2, 3, 4, 2)",17.56276312344778,2.898672342300415,31.362112,161.5931396484375,281.966552734375,-69.95348382120736,286.969970703125,726.3460385078766,0.865576,0.2775834798812866,323.0975036621094,98.03416555094957,120.92957305908203
"(0, 0, 0, 1, 3, 3)",20.289211338107084,0.008314856328070164,4.174912,6.318445205688477,0.7667664289474487,-71.1007298735003,133.91311645507812,669.026416433004,0.136456,0.07993663847446442,14.965195655822754,46.41478894031116,83.20881652832031
"(0, 3, 1, 4, 0, 0)",18.94896567929989,0.00528746098279953,3.406912,2.6597442626953125,-0.07081961631774902,-257.5320433502916,83.61601257324219,610.188525137056,0.108456,0.1348760724067688,6.609267234802246,41.65386083857772,106.80160522460938
"(3, 4, 3, 3, 2, 2)",27.975309497261968,7.0998382568359375,23.497792,273.7676696777344,1072.513671875,-69.51049214542797,287.83612060546875,728.9194590644978,0.650536,0.29074227809906006,390.6368103027344,86.92304328133405,105.72444152832031
"(2, 4, 3, 3, 1, 0)",33.70078900024301,0.086074598133564,13.452352,23.28595733642578,14.085386276245117,-70.57756553953604,185.3169403076172,691.924493315467,0.379496,0.1728796660900116,52.57868957519531,66.93602512168086,90.00652313232422
"(4, 0, 0, 4, 4, 4)",8.046070769901617,0.00609941128641367,3.284032,2.1829586029052734,-0.06398439407348633,-257146.8236703223,32.315277099609375,498.6756633653863,0.080456,0.05394217371940613,5.958451271057129,37.67781214816698,46.233604431152344
"(4, 3, 4, 4, 0, 3)",14.928651771110196,0.005503184627741575,5.142592,3.49139404296875,-0.01751774549484253,-133.0714245704935,134.11782836914062,645.7387548837214,0.136456,0.06514193117618561,7.477000713348389,56.999103176074314,181.50308227539062
"(4, 4, 2, 1, 2, 3)",24.963353002636186,0.5265141129493713,21.639232,52.12398910522461,41.07738494873047,-91.29383667252661,185.11639404296875,691.3692198767885,0.594536,0.04733806848526001,114.1263656616211,61.1842604829813,83.48448181152344
"(0, 0, 0, 4, 3, 0)",26.67913513945186,0.002987886546179652,3.406912,2.290571689605713,-0.00806581974029541,-264.604991288874,83.57958221435547,611.0466755507691,0.108456,0.10445871949195862,4.68901252746582,44.307236522123624,159.9965362548828
"(2, 3, 3, 2, 2, 3)",18.346616573889577,26.078636169433594,32.130112,474.532470703125,1201.5458984375,-70.02770879452402,338.20233154296875,740.5266964257312,0.893576,0.08745472133159637,768.287109375,100.27443422183038,133.23289489746094
"(2, 3, 1, 2, 0, 2)",23.51694694154291,16.964683532714844,29.948992,331.14324951171875,1117.09033203125,-70.58525666702367,236.0233612060547,714.4647396219289,0.837576,0.1242322027683258,602.859130859375,110.5407571389735,103.6764144897461
"(3, 1, 2, 2, 1, 2)",7.767633284414967,41.36277770996094,29.948992,695.2238159179688,8538.830078125,-70.2687189628325,235.8500518798828,715.5171633603044,0.837576,0.06289459764957428,1221.3668212890625,95.5274681270106,99.11451721191406
"(3, 0, 0, 4, 4, 0)",16.29005812889989,0.0016766937915235758,3.729472,1.9580134153366089,-0.013399705290794373,-94.14648915525865,83.25572967529297,623.305478815413,0.108456,0.020400775596499443,3.8390159606933594,48.55161736867948,127.27972412109375
"(4, 0, 3, 0, 4, 2)",16.5634521887135,0.11484820395708084,12.684352,20.800926208496094,13.688143730163574,-81.35581933754817,134.7196044921875,661.4831320645834,0.351496,0.17865824699401855,54.69197463989258,61.989950924979674,96.7752914428711
"(0, 4, 1, 1, 0, 3)",21.932855157918027,0.01968623884022236,3.406912,8.025924682617188,1.8593125343322754,-91.45844998348906,83.41740417480469,622.4729817493534,0.108456,0.10745735466480255,22.109498977661133,38.24245189216829,45.05461502075195
"(2, 4, 4, 4, 1, 4)",19.288796129268015,0.009949586354196072,12.238912,4.096207141876221,-0.036074161529541016,-239.5141070761496,83.30899047851562,602.1811778274636,0.323496,0.16757987439632416,10.480870246887207,51.584039634584414,117.10169219970703
"(3, 2, 3, 4, 0, 3)",24.21376146225175,0.8158676028251648,14.542912,83.57632446289062,72.3077392578125,-70.19056517665783,236.56185913085938,714.1834619519334,0.407496,0.18685850501060486,131.7988739013672,71.93032433833186,87.58119201660156
"(4, 0, 4, 2, 1, 4)",11.359761699190322,0.011929868720471859,11.916352,4.683202743530273,-0.09471750259399414,-739.8181256339403,83.2122573852539,605.3721585717224,0.323496,0.3308303952217102,8.791802406311035,51.541419744886404,118.42301940917969
"(4, 3, 4, 3, 4, 4)",11.077163025783785,0.005090760067105293,5.465152,3.7033395767211914,0.08769965171813965,-318.7239159625242,134.6378173828125,641.4371091705459,0.136456,0.18669912219047546,7.644433975219727,48.66688109400154,190.48556518554688
"(0, 4, 4, 1, 2, 4)",8.079475846152592,0.01200481504201889,11.916352,3.951274871826172,0.014046192169189453,-238.74681528577074,83.16149139404297,605.1139185923961,0.323496,0.19198310375213623,9.473714828491211,51.60590688687523,115.98123168945312
"(0, 1, 2, 4, 1, 2)",14.827841370311509,0.5042664408683777,20.226112,51.80849838256836,19.249923706054688,-77.73681658529969,134.2604217529297,667.3823919823978,0.566536,0.03594677522778511,93.83671569824219,58.57811449401468,62.815399169921875
"(4, 0, 0, 3, 1, 2)",25.962513632170797,0.020783035084605217,12.361792,10.991979598999023,1.6322734355926514,-71.92402748877885,134.07095336914062,667.893788780501,0.351496,0.044383689761161804,20.27649688720703,69.25062471191976,88.2756118774414
"(2, 4, 1, 3, 2, 2)",9.637911765735728,14.16130542755127,30.271552,515.10791015625,5368.853515625,-70.19813024739733,236.3498992919922,711.8859680786193,0.837576,-0.08051465451717377,556.1002807617188,100.08828548294655,99.78331756591797
"(3, 3, 3, 3, 0, 3)",24.399825111444358,1.686223030090332,7.446592,133.63429260253906,159.64947509765625,-70.17961279071434,287.5118103027344,730.5846974315269,0.220456,-0.03466108441352844,248.7174530029297,73.12662665090375,82.70972442626953
"(3, 4, 2, 0, 3, 0)",16.648422400171548,0.07084120064973831,13.452352,26.689645767211914,18.929304122924805,-71.21167728663944,185.2684783935547,694.1426212327019,0.379496,0.1310938000679016,58.53397750854492,63.01793995055295,100.09759521484375
"(0, 3, 0, 3, 4, 3)",4.0060033289927945,0.00639549782499671,5.588032,3.2291407585144043,0.029049992561340332,-146.5295649271551,185.23910522460938,675.7977272992406,0.164456,0.17528007924556732,8.74240493774414,62.1339738835773,198.26596069335938
"(0, 4, 3, 0, 3, 4)",12.61174419456416,0.00683245062828064,4.820032,3.790238857269287,-0.09007680416107178,-103.98477415741539,133.84539794921875,649.8965990056174,0.136456,0.12306201457977295,8.002524375915527,48.49958212144952,180.75099182128906
"(3, 2, 4, 2, 4, 0)",37.85269759753818,0.12510599195957184,21.639232,30.572402954101562,7.866559982299805,-72.16421151841203,185.46202087402344,685.0073937896556,0.594536,0.17852705717086792,62.54487609863281,70.8577538395259,112.24121856689453
"(0, 2, 1, 2, 2, 2)",13.97782862418317,2.6301488876342773,37.813312,200.14395141601562,330.1964111328125,-70.34875464507374,236.22393798828125,713.5366707270626,1.052616,-0.18497376143932343,342.2222595214844,90.33748278432107,125.27804565429688
"(2, 1, 1, 2, 3, 2)",26.24907025839872,146.88571166992188,29.948992,827.4521484375,29404.3828125,-70.59707640350669,236.2776641845703,712.6626560362292,0.837576,0.6699458956718445,1837.678955078125,110.21903942844023,93.77052307128906
"(2, 4, 0, 2, 3, 2)",31.937118381933928,0.036471106112003326,30.271552,17.154991149902344,6.181265354156494,-69.72126488884768,236.10569763183594,709.2319201068252,0.837576,0.15554405748844147,40.600040435791016,110.51337329274126,138.34690856933594
"(3, 0, 4, 4, 2, 2)",23.21766187959223,0.11986539512872696,21.639232,29.337678909301758,18.67521095275879,-70.28432411443406,185.2435760498047,690.5543884212939,0.594536,0.1494251787662506,63.519832611083984,77.52937294646736,104.43565368652344
"(0, 0, 1, 2, 2, 3)",23.08390112876764,0.6393089890480042,20.994112,69.98104095458984,91.22103881835938,-70.46616053654202,185.4550018310547,696.8469229782091,0.594536,0.13364513218402863,145.18731689453125,70.3962905103045,84.81806182861328
"(3, 0, 1, 2, 3, 3)",17.595270514394176,11.22994613647461,14.220352,255.15724182128906,498.13623046875,-70.2366406747414,236.52378845214844,716.6789856140925,0.407496,-0.011246610432863235,469.65557861328125,82.94679917985489,73.70215606689453
"(2, 0, 4, 4, 1, 0)",10.233674091389354,0.00939944852143526,11.593792,3.1737358570098877,-0.1882615089416504,-242.50575231184737,83.24281311035156,610.602313519448,0.323496,0.2070568948984146,10.7149076461792,51.621996768573524,121.03119659423828
"(0, 3, 4, 0, 1, 0)",8.46764579626371,0.0056132054887712,3.406912,2.9381003379821777,0.039252519607543945,-172.6703298643794,83.29762268066406,609.6502166050051,0.108456,0.21910202503204346,5.6949663162231445,41.53296206858978,108.6091537475586
"(0, 1, 4, 2, 4, 2)",16.828060426124086,0.019707277417182922,20.548672,5.552193641662598,-0.07812047004699707,-112.45524147956293,134.3667449951172,649.5248108342136,0.566536,0.14329791069030762,9.629434585571289,79.55849855654265,139.89166259765625
"(3, 1, 1, 4, 2, 3)",23.564041538127587,7.0252461433410645,13.452352,176.92251586914062,216.6258544921875,-69.99517646043157,185.64549255371094,698.056027481752,0.379496,0.19593650102615356,311.0916442871094,69.43353378799178,54.332008361816406
"(0, 0, 0, 0, 0, 3)",13.618343282929095,0.002002408728003502,3.084352,2.016273260116577,-0.007252439856529236,-115.3689211795269,83.21475219726562,617.3221106961358,0.108456,0.09479384124279022,4.051236152648926,48.53243121706457,133.88497924804688
"(0, 0, 3, 3, 0, 0)",22.41126285644278,0.0022895773872733116,4.174912,1.676187515258789,-0.014928579330444336,-91.37729843453698,134.04275512695312,657.4564159749298,0.136456,0.10966652631759644,3.870887279510498,48.51602263609918,220.8242950439453
"(2, 0, 1, 4, 1, 2)",23.622622704352988,0.49493178725242615,20.226112,58.834388732910156,1.8345794677734375,-70.0807666574589,134.20263671875,669.5829797926585,0.566536,0.06910856068134308,94.3443374633789,80.63491671291818,60.05668640136719
"(3, 4, 0, 0, 4, 2)",29.127218661400267,0.02643432654440403,12.684352,13.68254280090332,3.2813968658447266,-74.19459196428318,134.30184936523438,663.0509055480479,0.351496,-0.061326127499341965,28.337833404541016,70.74740039023241,92.85610961914062
"(2, 3, 1, 1, 2, 0)",10.363273842610491,3.3670661449432373,20.994112,150.087890625,103.7630615234375,-69.96389070607111,185.20703125,697.6790214114061,0.594536,0.10911451280117035,265.55322265625,79.70467368413016,76.42031860351562
"(4, 1, 0, 2, 1, 2)",9.565729255174036,0.06977983564138412,20.226112,21.11509895324707,4.33316707611084,-93.99880566976846,134.2893524169922,664.3145650734617,0.566536,0.016971664503216743,47.678897857666016,79.02404205224421,79.33692169189453
"(4, 0, 4, 1, 3, 2)",19.616385074285674,0.09171460568904877,12.684352,22.024694442749023,11.533050537109375,-108.45478647077393,134.4623260498047,660.4971189611587,0.351496,0.20091384649276733,54.72006607055664,54.43561536391149,94.5560531616211
"(0, 3, 2, 2, 3, 4)",21.84240089860053,0.3639388680458069,22.407232,49.4180793762207,17.004432678222656,-69.81065008292305,236.17660522460938,710.4119728500668,0.622536,0.13705170154571533,105.30859375,63.44209900561434,105.53401947021484
"(3, 3, 0, 2, 2, 3)",23.010448559964875,0.03585004806518555,23.175232,22.536991119384766,14.081877708435059,-70.15921164134183,287.48736572265625,725.4449257910434,0.650536,-0.0386749729514122,53.22303771972656,86.63634281560732,138.28628540039062
"(0, 3, 3, 2, 4, 2)",9.221403704410925,0.09717747569084167,22.407232,26.588918685913086,13.933858871459961,-72.3868129608471,236.3968048095703,706.0612119171019,0.622536,0.31413036584854126,62.664485931396484,84.55641738943855,130.7045440673828
"(3, 3, 2, 2, 4, 4)",12.85557129497064,0.5130397081375122,22.729792,61.87262725830078,6.982448577880859,-73.59135116409024,236.45684814453125,711.2808765868609,0.622536,0.0871201753616333,131.65078735351562,71.49275994802672,95.07122039794922
"(0, 4, 0, 2, 4, 3)",9.851235375778511,0.008353658020496368,12.684352,3.4980597496032715,-0.02242964506149292,-138.40504849438463,134.2575225830078,644.979967239007,0.351496,0.1511971652507782,8.733929634094238,67.42360764494933,201.64306640625
"(0, 4, 2, 1, 3, 4)",32.78044724400713,0.09220881015062332,12.684352,22.8040828704834,13.228557586669922,-73.28180908326956,134.24415588378906,660.7030401007696,0.351496,0.35382890701293945,44.891727447509766,54.410280072217475,81.29459381103516
"(3, 3, 2, 1, 0, 2)",26.03673743866099,0.7604411840438843,22.084672,88.2583236694336,107.11003112792969,-69.74355433270941,236.04193115234375,714.2818340850257,0.622536,0.0592767596244812,184.6225128173828,70.2218513800473,98.38443756103516
"(2, 4, 2, 4, 1, 2)",25.43533586749559,0.42846062779426575,29.503552,67.21572875976562,27.597503662109375,-74.31979460760343,185.3727569580078,690.7853684528036,0.809576,0.08434814214706421,111.3510513305664,82.32855002345492,95.05500030517578
"(0, 4, 3, 2, 0, 3)",21.675271856000254,0.015296611934900284,13.452352,9.77084732055664,2.5060198307037354,-69.75823025731555,185.01634216308594,692.8212024161933,0.379496,0.16052360832691193,22.44809913635254,68.48911749468733,133.5999755859375
"(4, 0, 4, 0, 0, 0)",13.06733862352766,0.004268709570169449,2.638912,2.185668468475342,-0.014080464839935303,-57633.51609176768,32.315277099609375,506.276642489161,0.080456,0.09143005311489105,5.354554176330566,37.6886967573269,46.25033187866211
"(4, 3, 4, 1, 3, 0)",14.761016312452298,0.06988690048456192,4.820032,16.05561637878418,2.5567684173583984,-122.99455952706559,134.18984985351562,660.4610908906542,0.136456,0.2202201783657074,32.279808044433594,46.56345053039824,71.83843994140625
"(3, 2, 0, 4, 0, 3)",24.238627228127957,0.015348551794886589,13.452352,11.89094066619873,2.701955556869507,-69.21053788560468,185.6352081298828,693.0283162587298,0.379496,0.020841732621192932,28.246013641357422,71.20611019881008,108.01836395263672
"(4, 3, 1, 3, 4, 4)",20.446542497662872,0.0645969957113266,5.142592,20.000404357910156,9.83039665222168,-122.76223787266628,134.01869201660156,657.1921005066807,0.136456,0.16017724573612213,40.69557189941406,46.52679667625161,75.64851379394531
"(2, 1, 2, 3, 2, 2)",35.39131607650009,67.37403869628906,38.903872,900.989013671875,10129.6171875,-70.04101744117327,287.1492004394531,728.9961131843669,1.080616,-0.22523154318332672,1188.5179443359375,100.04306391780547,127.93531799316406
"(4, 0, 4, 4, 3, 3)",19.67436851852481,0.039168551564216614,5.142592,17.773218154907227,4.96617317199707,-142.80164127807947,134.1339874267578,659.590861696463,0.136456,0.24183212220668793,38.9229621887207,51.870272547529645,86.2177734375
"(0, 0, 3, 4, 1, 3)",20.75671349895118,0.15523552894592285,4.497472,28.585411071777344,10.621414184570312,-70.92967021418751,134.04837036132812,670.2570755861906,0.136456,0.05004172772169113,55.24348449707031,50.18908250625769,45.20695495605469
"(4, 3, 2, 4, 1, 3)",26.320662532184787,0.8875413537025452,13.774912,77.35742950439453,119.87663269042969,-69.80746520576812,185.57830810546875,697.1904353602415,0.379496,0.17872099578380585,176.6190643310547,62.279276474727425,66.48297882080078
"(3, 0, 0, 0, 3, 2)",18.13749056499667,0.017751865088939667,13.129792,10.91087532043457,4.020701885223389,-70.57800210353207,185.2408447265625,694.919392814189,0.379496,0.0063299452885985374,26.364864349365234,73.114534890259,107.25012969970703
