net,net_str,epe_nas,fisher,flops,grad_norm,grasp,jacov,l2_norm,nwot,params,plain,snip,synflow,zen
"(3, 1, 1, 2, 2, 3)",|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,1780.8423889219996,14.768516540527344,88.307392,432.4928894042969,3417.2177734375,-65.52012286115735,232.03797912597656,805.6026286519041,0.615386,0.2853628396987915,594.7427978515625,84.11342939698255,81.81071472167969
"(0, 0, 1, 0, 3, 3)",|skip_connect~0|+|skip_connect~0|skip_connect~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,1679.4559104040852,0.03399039804935455,16.668352,13.116610527038574,0.6599588394165039,-65.34990740783309,129.68309020996094,764.8862357675936,0.129306,0.08002490550279617,26.53951644897461,48.01176973266251,50.329750061035156
"(0, 2, 0, 0, 2, 3)",|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,1683.289833978447,0.00947355106472969,83.945152,7.60260534286499,0.726691722869873,-65.19418173404212,180.8177032470703,784.6464283606705,0.587386,0.0686383917927742,16.775693893432617,69.78803859927908,151.4396209716797
"(2, 2, 3, 2, 1, 0)",|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,1544.1644021815773,0.37052956223487854,119.764672,57.67108917236328,65.06588745117188,-65.33659645629842,231.8954620361328,806.3800751388184,0.830426,0.07328841835260391,102.37663269042969,81.71545203505279,116.24893951416016
"(3, 3, 2, 0, 4, 4)",|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,1405.1192907526115,0.16216059029102325,55.068352,35.005455017089844,6.051942825317383,-72.3404863498014,181.01400756835938,783.0771360968265,0.372346,0.0893038734793663,61.288177490234375,58.11827613534395,84.51341247558594
"(3, 3, 0, 0, 2, 3)",|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,1630.2122363414742,0.014873127453029156,56.850112,9.146218299865723,2.5363736152648926,-65.06693012270362,231.81361389160156,805.8500143303527,0.400346,0.08329787850379944,20.089141845703125,71.94310619246093,122.34158325195312
"(2, 0, 3, 4, 4, 2)",|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,1828.2181165289387,0.1837514042854309,86.525632,30.65985870361328,7.408657073974609,-65.56325446253163,180.71975708007812,786.3330129420569,0.587386,0.14862112700939178,71.26507568359375,83.0808013201365,88.09967803955078
"(0, 0, 2, 4, 2, 4)",|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,730.713956865814,0.011764534749090672,82.163392,5.285454273223877,-0.03393816947937012,-170.12541504958682,129.81344604492188,744.925335779055,0.559386,0.11794298887252808,6.667745590209961,59.48561230088869,206.2733612060547
"(0, 0, 1, 3, 2, 4)",|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,1340.733292810844,0.05496537312865257,49.415872,17.070035934448242,6.259952545166016,-81.27933501806808,130.01048278808594,755.117659628847,0.344346,0.1496715247631073,26.80799674987793,53.150100648098984,86.02108764648438
"(4, 2, 1, 0, 0, 3)",|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,1371.0700551028867,0.06285960227251053,49.415872,19.401580810546875,8.422815322875977,-76.74620458702672,129.81150817871094,759.2833870936503,0.344346,0.1483839899301529,34.26738357543945,65.82753892397345,76.04794311523438
"(2, 0, 0, 0, 2, 2)",|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,1684.995545693417,0.01434037834405899,115.402432,9.43152141571045,1.3439960479736328,-65.23542602145932,180.74453735351562,786.3149639328625,0.802426,0.09538973867893219,22.711572647094727,90.83422704797532,139.26226806640625
"(0, 4, 3, 0, 0, 3)",|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,1879.1657096068923,0.009646673686802387,17.958592,5.460978031158447,1.1772741079330444,-65.91601057155306,129.71926879882812,758.1389317208398,0.129306,0.18409395217895508,13.588604927062988,49.73514314004348,91.00862121582031
"(0, 3, 0, 3, 1, 2)",|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,1786.7577872807858,0.010607091709971428,52.487872,8.879321098327637,1.468550205230713,-65.31450739717616,180.49330139160156,785.968139151947,0.372346,0.06594488024711609,18.161970138549805,74.2092435236242,104.41571807861328
"(1, 3, 4, 1, 1, 3)",|none~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,1822.8578133791066,0.05563914775848389,17.958592,15.83277702331543,5.503627777099609,-65.85450307479722,129.78602600097656,761.1181510639664,0.129306,0.13282516598701477,31.803693771362305,49.61807482535624,43.111671447753906
"(3, 4, 0, 1, 4, 3)",|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,1258.1603251839117,0.015475583262741566,19.248832,7.518248081207275,1.687241554260254,-78.46514102879854,129.9379425048828,757.4962280853867,0.129306,0.16236469149589539,15.373322486877441,44.424774982398404,85.60550689697266
"(2, 2, 2, 4, 4, 2)",|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,1909.340701400541,0.5065733194351196,153.802432,73.29317474365234,68.6708984375,-65.3814366687438,231.69444274902344,804.4230642986726,1.045466,0.18451908230781555,116.65440368652344,91.4832776878103,128.29307556152344
"(2, 4, 2, 2, 2, 2)",|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,1658.251179256332,0.711651086807251,188.331712,117.09149932861328,289.4501037597656,-65.29157266633416,282.84930419921875,818.5171603013091,1.288506,0.06217306852340698,246.10845947265625,113.46121826350736,151.74853515625
"(2, 1, 0, 3, 3, 4)",|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,1610.8968893171445,0.03091839887201786,53.778112,12.06950855255127,2.2174835205078125,-65.22592067612695,180.87179565429688,786.2980888768719,0.372346,0.16260266304016113,26.40438461303711,74.27289160324521,80.19388580322266
"(0, 0, 3, 2, 1, 3)",|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,1686.6696888387614,0.09408256411552429,52.487872,27.288610458374023,8.166971206665039,-65.1309269408914,180.3427276611328,787.9727050136818,0.372346,0.02978162094950676,50.23221969604492,66.60716465327558,72.48686218261719
"(0, 3, 3, 3, 4, 3)",|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,1616.8352876777888,0.06292895972728729,26.683072,16.599348068237305,1.8785343170166016,-66.61156368008967,231.85696411132812,801.0538644762805,0.185306,-0.05471361428499222,31.26646614074707,61.3961322387793,105.00938415527344
"(2, 3, 4, 4, 2, 4)",|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,1351.167017325431,0.08755861967802048,87.815872,23.385074615478516,9.271705627441406,-73.83497110668398,180.3443603515625,780.7188523065579,0.587386,0.15697930753231049,57.310218811035156,81.84134310930342,111.22210693359375
"(3, 1, 3, 4, 1, 3)",|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,1531.0785311711898,0.6441648006439209,22.320832,38.2020263671875,-3.6731414794921875,-68.36110090038066,181.4092254638672,789.06511387598,0.157306,0.012179773300886154,73.28599548339844,52.45700004101598,48.14280319213867
"(2, 3, 1, 0, 3, 3)",|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,1594.3791346652736,6.634413719177246,56.850112,240.54705810546875,450.22998046875,-65.24733154935853,231.4705810546875,808.097435814928,0.400346,0.1442025899887085,336.22637939453125,76.25549736965813,77.68720245361328
"(4, 2, 1, 3, 1, 0)",|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|none~1|skip_connect~2|,1471.131346395318,0.1153254359960556,49.415872,26.972671508789062,1.922994613647461,-69.8964899976139,129.85110473632812,762.1995600520384,0.344346,0.16144730150699615,51.88885498046875,51.88031644469486,52.511146545410156
"(3, 2, 3, 2, 3, 4)",|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,1804.898651261277,0.384391188621521,93.959872,54.15461730957031,17.210956573486328,-65.6778464268201,283.1186218261719,819.0849769463191,0.643386,0.0049459002912044525,99.1982421875,72.66011086596053,107.45356750488281
"(0, 1, 0, 2, 2, 4)",|skip_connect~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,1576.3532794974615,0.02044564299285412,80.873152,10.717787742614746,0.3479480743408203,-66.21727932677231,129.84986877441406,759.6628620177454,0.559386,0.13800500333309174,22.20821189880371,58.62179730752394,113.1683349609375
"(3, 2, 3, 1, 4, 0)",|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,1644.2901099329852,0.08775495737791061,53.778112,23.51875114440918,10.250858306884766,-65.20378855619384,181.40521240234375,786.0230956907877,0.372346,-0.004806025885045528,38.312782287597656,55.36801005233463,72.02743530273438
"(4, 0, 2, 0, 3, 4)",|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,805.319548278092,0.011187278665602207,50.706112,3.3271520137786865,0.0358964204788208,-276.32966549217616,129.47433471679688,743.9421220417206,0.344346,0.14250873029232025,6.079607963562012,54.274271012290534,203.3336639404297
"(4, 2, 4, 4, 4, 4)",|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,573.0518772924536,0.006234738044440746,50.214592,2.929464340209961,-0.2151038646697998,-507.66880618880293,78.8221435546875,703.7219265116229,0.316346,0.26776155829429626,6.769872665405273,51.90464395647616,165.88238525390625
"(3, 1, 4, 4, 2, 3)",|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,1502.7110674847054,0.09208622574806213,55.068352,23.281360626220703,13.259414672851562,-70.57584566132033,180.72605895996094,783.7954361804002,0.372346,0.009916286915540695,39.37395095825195,68.47488261883488,72.51815032958984
"(3, 3, 2, 2, 1, 3)",|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,1648.9904665528793,4.613281726837158,92.669632,194.31436157226562,491.20458984375,-65.20384325387678,282.7702331542969,820.4700102296686,0.643386,0.041439324617385864,312.4892883300781,82.9147079895218,107.34976959228516
"(0, 3, 2, 2, 0, 3)",|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,1789.6325166821955,0.012698248028755188,88.307392,9.155786514282227,0.8701250553131104,-65.0592346824405,231.23690795898438,803.294127583949,0.615386,0.02999257668852806,19.06458854675293,71.78603368662188,165.66989135742188
"(4, 4, 0, 0, 2, 4)",|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,589.6646365984747,0.005408971104770899,47.634112,3.7618067264556885,-0.06610989570617676,-1846.1153883865545,78.8560562133789,701.6122611902714,0.316346,0.18427260220050812,4.982081413269043,51.881462127824555,166.03121948242188
"(2, 4, 3, 0, 4, 4)",|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,1143.928731815337,0.10665363818407059,51.996352,20.067899703979492,2.355684280395508,-94.22093494226324,129.98394775390625,754.8865604597407,0.344346,0.1927185356616974,44.65115737915039,60.90794994492126,99.99029541015625
"(3, 2, 4, 3, 2, 2)",|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,1876.719281222731,0.09488633275032043,125.417152,31.476181030273438,11.070980072021484,-65.27141182241029,282.4333801269531,816.2891197374928,0.858426,0.024503318592905998,59.16619873046875,92.4377358211987,139.32127380371094
"(3, 2, 0, 4, 1, 0)",|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|none~1|skip_connect~2|,1780.4367635666822,0.012444817461073399,49.415872,7.848999977111816,1.2025341987609863,-65.53672700712403,129.67630004882812,759.9461089876679,0.344346,0.060595959424972534,21.665939331054688,53.10598999438633,99.00566864013672
"(2, 3, 1, 3, 4, 0)",|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,2069.1162424151194,0.36448240280151367,53.778112,32.22241973876953,17.86707305908203,-65.30494210465638,180.64186096191406,788.8245262987132,0.372346,0.02147139608860016,61.03141784667969,69.29355027683805,67.23573303222656
"(0, 2, 1, 3, 0, 4)",|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,1287.3986121200996,0.023156093433499336,49.415872,10.392107963562012,1.8208346366882324,-74.4245963455455,129.7674102783203,756.2039064109894,0.344346,0.22922548651695251,19.903255462646484,53.10034344308522,88.85253143310547
"(3, 0, 0, 1, 3, 3)",|nor_conv_1x1~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,1914.7947086290828,0.006078812293708324,21.030592,6.354892253875732,0.43179965019226074,-65.25021964482966,181.25515747070312,786.3064928522743,0.157306,0.05460204929113388,11.855215072631836,53.76230470030674,93.30082702636719
"(2, 0, 2, 2, 1, 2)",|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,1875.5749776879807,0.4516907334327698,151.221952,96.46532440185547,58.823028564453125,-65.16679485899316,231.5378875732422,804.8021363515942,1.045466,0.09735145419836044,127.94957733154297,111.69482100755332,125.52537536621094
"(3, 1, 0, 3, 2, 3)",|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,1686.8750904147876,0.022339586168527603,56.850112,14.201279640197754,6.273857593536377,-65.10646270702554,231.8762664794922,805.9210983128801,0.400346,0.04639067128300667,22.514219284057617,74.60888230377422,89.87104034423828
"(2, 3, 2, 3, 4, 2)",|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,1616.588594474093,1.2830168008804321,125.417152,151.7240753173828,166.78680419921875,-65.2678188763744,282.84619140625,817.998331129741,0.858426,0.012296579778194427,190.0880584716797,98.36423563013186,125.4815673828125
"(0, 0, 0, 1, 3, 3)",|skip_connect~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,1651.955845534344,0.0077064428478479385,16.668352,4.691007137298584,0.3167492151260376,-65.25998678322664,129.5379638671875,761.6666617936402,0.129306,0.0012689568102359772,9.544476509094238,44.31968357709884,86.2676010131836
"(0, 3, 1, 4, 0, 0)",|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|skip_connect~1|skip_connect~2|,789.4776959821571,0.004305368755012751,13.596352,2.3821017742156982,-0.053377747535705566,-226.08447115147672,79.14961242675781,710.1801042280583,0.101306,0.13934968411922455,5.812114715576172,39.48032952535648,106.46664428710938
"(3, 4, 3, 3, 2, 2)",|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,1620.6654280163532,0.6079568266868591,93.959872,85.72840118408203,352.4983825683594,-65.24893504682774,283.3381042480469,820.2071731578038,0.643386,0.19612735509872437,185.7178955078125,85.999403293571,106.0259017944336
"(2, 4, 3, 3, 1, 0)",|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,1527.234490039685,0.05381792038679123,53.778112,17.29861068725586,2.6202778816223145,-66.85188634033538,180.45236206054688,782.693127556121,0.372346,0.0783068910241127,32.257598876953125,65.80410221591588,86.20390319824219
"(4, 0, 0, 4, 4, 4)",|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,522.640106978322,0.004017705097794533,13.104832,2.6824982166290283,-0.022471070289611816,-105999.56656377342,27.910686492919922,603.8376794397184,0.073306,0.1722780019044876,5.063927173614502,35.54528737963557,46.98666763305664
"(4, 3, 4, 4, 0, 3)",|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,653.1855344066987,0.004425875376909971,20.539072,3.672928810119629,-0.1452513337135315,-201.91280025185745,129.96142578125,743.134217203516,0.129306,0.1683775931596756,5.84481954574585,54.92954214779426,173.81594848632812
"(4, 4, 2, 1, 2, 3)",|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,1405.1913925512206,0.2530554533004761,86.525632,34.44377517700195,4.6395721435546875,-80.61160415068454,180.85430908203125,784.5942589244418,0.587386,0.10681962221860886,75.56285095214844,60.13860834351211,85.49556732177734
"(0, 0, 0, 4, 3, 0)",|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,727.5623399400056,0.0030817980878055096,13.596352,2.0879766941070557,0.03640592098236084,-426.7785510496781,78.56758880615234,710.6713255542526,0.101306,0.09178061038255692,3.886047601699829,42.04416850761446,161.8921356201172
"(2, 3, 3, 2, 2, 3)",|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,1487.0883858243626,9.631547927856445,128.489152,293.6920471191406,939.5419921875,-65.40127734714827,333.4436340332031,832.2445723201796,0.886426,0.09357426315546036,419.0825500488281,100.60023030246617,136.2027587890625
"(2, 3, 1, 2, 0, 2)",|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,1557.5009194977285,3.1040189266204834,119.764672,208.5220184326172,532.7567138671875,-65.34886626226022,231.61451721191406,806.0130092607642,0.830426,0.09418310970067978,307.3502197265625,112.08561711516225,106.81022644042969
"(3, 1, 2, 2, 1, 2)",|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,1747.8613044418537,11.479905128479004,119.764672,298.12908935546875,4856.4228515625,-65.23441208086103,231.6437530517578,806.6062698379028,0.830426,0.047032102942466736,487.78668212890625,96.03299024575996,102.19058227539062
"(3, 0, 0, 4, 4, 0)",|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,1215.370954156631,0.002542071742936969,14.886592,1.6680705547332764,0.014577209949493408,-81.946631958661,78.62110137939453,717.9973875348479,0.101306,0.09394653886556625,3.217904567718506,46.38638449171568,125.70573425292969
"(4, 0, 3, 0, 4, 2)",|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,1099.9722677442155,0.1009107455611229,50.706112,17.073762893676758,5.8471527099609375,-84.61566163678862,129.5065460205078,755.4296848124319,0.344346,0.2142389714717865,35.997283935546875,60.846977582132446,89.7701644897461
"(0, 4, 1, 1, 0, 3)",|skip_connect~0|+|avg_pool_3x3~0|none~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,1270.5956228903963,0.01651444286108017,13.596352,6.203811168670654,0.9785981178283691,-74.64398383031369,78.83802795410156,719.1898739418161,0.101306,0.13155651092529297,15.123077392578125,36.0548086911027,43.78483581542969
"(2, 4, 4, 4, 1, 4)",|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,750.9386595607106,0.007687834091484547,48.924352,4.468234062194824,-0.20769810676574707,-567.2954939640329,78.80673217773438,702.4368461575937,0.316346,0.16296985745429993,5.537415504455566,50.4955300578298,115.82115173339844
"(3, 2, 3, 4, 0, 3)",|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,1749.106884086044,0.11244598031044006,58.140352,36.19188690185547,5.54823112487793,-65.12919347690863,231.80274963378906,802.4715863390618,0.400346,0.06748031824827194,52.700618743896484,70.51954035500958,88.34278106689453
"(4, 0, 4, 2, 1, 4)",|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,747.1619604452711,0.006180776283144951,47.634112,4.833695411682129,-0.1483311653137207,-400.5037112199768,78.89373016357422,703.3892960380106,0.316346,0.1629284769296646,6.097592353820801,50.5081487388948,119.58485412597656
"(4, 3, 4, 3, 4, 4)",|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,649.9627839772168,0.004518777132034302,21.829312,3.7111570835113525,0.0011485815048217773,-364.1172879199255,129.62319946289062,740.8731342120177,0.129306,0.14977209270000458,5.59825325012207,46.41184383585551,188.6556854248047
"(0, 4, 4, 1, 2, 4)",|skip_connect~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,706.8955744467381,0.009317330084741116,47.634112,3.9042439460754395,0.01446688175201416,-307.1295658857001,78.8416976928711,704.1303838249888,0.316346,0.10198654979467392,6.457736492156982,50.570597856122426,117.91354370117188
"(0, 1, 2, 4, 1, 2)",|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,1688.3015015615779,0.12720805406570435,80.873152,26.414613723754883,3.658414840698242,-68.41450574599934,129.95350646972656,758.756999560906,0.559386,-0.019282858818769455,55.482608795166016,57.76953632630958,65.7835693359375
"(4, 0, 0, 3, 1, 2)",|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,1476.9680015364115,0.012064965441823006,49.415872,8.776111602783203,0.9180991649627686,-65.50590583996777,129.9746856689453,758.780563861886,0.344346,0.04849158972501755,15.774502754211426,68.51843064181249,87.82127380371094
