,net,embeddings_0,embeddings_1,embeddings_2,embeddings_3,embeddings_4,embeddings_5,embeddings_6,embeddings_7,embeddings_8,embeddings_9,embeddings_10,embeddings_11,embeddings_12,embeddings_13,embeddings_14,embeddings_15
15,"(3, 1, 1, 2, 2, 3)",-0.08638925850391388,-0.25649476051330566,-0.2819327414035797,0.39453762769699097,-0.3088364899158478,0.07995741069316864,0.249607652425766,-0.7559255361557007,0.25948596000671387,0.3328579366207123,0.1900426149368286,0.08436496555805206,0.29760318994522095,-0.13026978075504303,0.29598268866539,0.43178385496139526
16,"(0, 0, 1, 0, 3, 3)",-0.21453815698623657,-0.18527603149414062,-0.2826058864593506,0.41990646719932556,-0.22639837861061096,-0.3477838337421417,0.0355011522769928,-0.10175333172082901,0.21908101439476013,0.4100451171398163,-0.018656954169273376,0.12008948624134064,0.4500107765197754,-0.7025922536849976,0.4547010660171509,0.36671990156173706
19,"(0, 2, 0, 0, 2, 3)",-0.11398865282535553,-0.19902674853801727,-0.0637473538517952,0.5271099805831909,-0.11705886572599411,-0.062005117535591125,0.14456339180469513,-0.24408724904060364,0.3039107322692871,0.2148936688899994,0.03054066002368927,0.3227854371070862,0.3607903718948364,-0.5925207734107971,0.6612434387207031,0.2860764265060425
20,"(2, 2, 3, 2, 1, 0)",-0.055468425154685974,-0.2175596058368683,-0.21973328292369843,0.4739205241203308,-0.17036627233028412,0.14091432094573975,0.24657614529132843,-0.6121054291725159,0.3499550223350525,0.13485170900821686,0.06586658954620361,0.3202168345451355,0.23853161931037903,-0.25920239090919495,0.5704771280288696,0.23053790628910065
21,"(3, 3, 2, 0, 4, 4)",-0.4679316282272339,-0.4848896563053131,-0.21997475624084473,0.26717543601989746,-0.3437066972255707,-0.027025483548641205,0.33787062764167786,-0.19751182198524475,0.20242252945899963,0.22954246401786804,0.17832154035568237,0.370360791683197,0.2752987742424011,-0.37544795870780945,0.2806559205055237,0.2327115684747696
22,"(3, 3, 0, 0, 2, 3)",-0.18370425701141357,-0.2991023361682892,-0.15131409466266632,0.4904317259788513,-0.32816198468208313,0.01995784416794777,0.3182152807712555,-0.152548685669899,0.16359221935272217,0.43034255504608154,0.1565142273902893,0.1750127077102661,0.5170133709907532,-0.4894992709159851,0.39151012897491455,0.386296808719635
23,"(2, 0, 3, 4, 4, 2)",-0.36371564865112305,-0.4473142623901367,-0.0641365796327591,0.3367743492126465,-0.22599898278713226,0.0968051478266716,0.2658383548259735,-0.3772668242454529,0.3600791096687317,0.06173652410507202,0.15783166885375977,0.4637662470340729,0.13111072778701782,-0.3604983985424042,0.4283095598220825,0.24139751493930817
24,"(0, 0, 2, 4, 2, 4)",-0.4167935848236084,-0.40269148349761963,-0.15762653946876526,0.28376305103302,-0.09486204385757446,-0.07210497558116913,0.10460126399993896,-0.3503076434135437,0.3990374803543091,-0.07519927620887756,0.024246156215667725,0.612967848777771,0.09819105267524719,-0.45288312435150146,0.5424267649650574,0.15806688368320465
27,"(0, 0, 1, 3, 2, 4)",-0.273209810256958,-0.32164090871810913,-0.22526991367340088,0.33992767333984375,-0.2101735770702362,-0.22313052415847778,0.11873824149370193,-0.35183852910995483,0.26140913367271423,0.24773859977722168,0.0722135379910469,0.26192450523376465,0.25693634152412415,-0.5177528858184814,0.4264023005962372,0.2551916241645813
30,"(4, 2, 1, 0, 0, 3)",-0.26393991708755493,-0.30950066447257996,-0.23892024159431458,0.27487337589263916,-0.2011469304561615,-0.17731089890003204,0.11856984347105026,-0.3064674735069275,0.34876102209091187,0.23979009687900543,0.03349566459655762,0.2705102264881134,0.2205279916524887,-0.5284515619277954,0.44373220205307007,0.27912062406539917
31,"(2, 0, 0, 0, 2, 2)",-0.0713605284690857,-0.1688830852508545,-0.13256312906742096,0.5840489864349365,-0.013450145721435547,0.03832874819636345,0.17475464940071106,-0.39420512318611145,0.38761547207832336,-0.012643486261367798,-0.05657576024532318,0.4748282730579376,0.31321045756340027,-0.4519632160663605,0.8249716758728027,0.12692053616046906
32,"(0, 4, 3, 0, 0, 3)",-0.36226218938827515,-0.35415661334991455,-0.21101966500282288,0.35459375381469727,-0.21520280838012695,-0.23175954818725586,0.11512007564306259,0.06068577617406845,0.2616470754146576,0.32158583402633667,0.0456714928150177,0.2628239691257477,0.4214852452278137,-0.7203410267829895,0.4238507151603699,0.3579584062099457
33,"(0, 3, 0, 3, 1, 2)",-0.15779948234558105,-0.24485555291175842,-0.20975784957408905,0.4984539747238159,-0.23808974027633667,-0.122403584420681,0.0785616785287857,-0.32770663499832153,0.18391571938991547,0.34492823481559753,0.120001420378685,0.1776891052722931,0.44321781396865845,-0.4696533679962158,0.4732251763343811,0.361114501953125
34,"(1, 3, 4, 1, 1, 3)",-0.270530641078949,-0.4072039723396301,-0.45019805431365967,0.17368224263191223,-0.3739505410194397,-0.30186569690704346,0.10163779556751251,-0.6763635873794556,0.1470232605934143,0.47887933254241943,0.35775551199913025,-0.10761243104934692,0.21931317448616028,-0.2743738293647766,0.049861446022987366,0.44573456048965454
35,"(3, 4, 0, 1, 4, 3)",-0.4162689447402954,-0.5189195871353149,-0.3667617738246918,0.23087924718856812,-0.43236345052719116,-0.2135753035545349,0.21453821659088135,-0.31183868646621704,0.10693645477294922,0.37720930576324463,0.27067831158638,0.15242797136306763,0.30258169770240784,-0.3680943548679352,0.12761728465557098,0.29150038957595825
36,"(2, 2, 2, 4, 4, 2)",-0.28546231985092163,-0.43139612674713135,0.09280091524124146,0.3393164277076721,-0.18976473808288574,0.33361294865608215,0.26762107014656067,-0.6774290800094604,0.39292001724243164,-0.13118866086006165,0.21354825794696808,0.551068127155304,-0.08589398860931396,-0.13423660397529602,0.5184683203697205,0.19152089953422546
37,"(2, 4, 2, 2, 2, 2)",-0.08690403401851654,-0.265175998210907,0.051966987550258636,0.4691984951496124,-0.14700894057750702,0.5280845761299133,0.2741943299770355,-0.7736009955406189,0.47841784358024597,-0.17387992143630981,0.13903936743736267,0.5615650415420532,0.061082273721694946,-0.002965431660413742,0.6149249076843262,0.31690892577171326
42,"(2, 1, 0, 3, 3, 4)",-0.2639603912830353,-0.3723487854003906,-0.28968873620033264,0.2858674228191376,-0.33288195729255676,-0.026324622333049774,0.17298467457294464,-0.43697264790534973,0.33431917428970337,0.30784308910369873,0.12135405838489532,0.21361617743968964,0.2793951630592346,-0.3232958912849426,0.3027113676071167,0.3903484642505646
43,"(0, 0, 3, 2, 1, 3)",-0.15458464622497559,-0.24393704533576965,-0.1895308792591095,0.4571183919906616,-0.29060783982276917,-0.0814291387796402,0.1406812071800232,-0.37128326296806335,0.20483966171741486,0.35370415449142456,0.06775103509426117,0.21529076993465424,0.3900071978569031,-0.4831502437591553,0.4396664500236511,0.314891517162323
44,"(0, 3, 3, 3, 4, 3)",-0.4030837416648865,-0.4910259246826172,-0.09962326288223267,0.40179815888404846,-0.3946162164211273,-0.0024017244577407837,0.24310564994812012,-0.06345968693494797,0.11952359974384308,0.4540994167327881,0.30282849073410034,0.08016770333051682,0.5069007277488708,-0.4597282409667969,0.16415737569332123,0.5051771998405457
46,"(2, 3, 4, 4, 2, 4)",-0.5167980194091797,-0.5913667678833008,-0.06785303354263306,0.2263355404138565,-0.2655634582042694,0.23978972434997559,0.22327479720115662,-0.43669450283050537,0.4145893454551697,0.02121904492378235,0.2213171124458313,0.5270432233810425,0.04783213138580322,-0.19566455483436584,0.29787904024124146,0.3408782482147217
47,"(3, 1, 3, 4, 1, 3)",-0.36130979657173157,-0.4685245454311371,-0.256949245929718,0.2842228412628174,-0.4618788957595825,-0.10371200740337372,0.057913824915885925,-0.4626627564430237,0.20396485924720764,0.440411239862442,0.3940316438674927,-0.04884284734725952,0.27773651480674744,-0.2808389365673065,-0.013918086886405945,0.47370514273643494
48,"(2, 3, 1, 0, 3, 3)",-0.14369404315948486,-0.28045454621315,-0.2531418204307556,0.4789541959762573,-0.3847320079803467,-0.002140715718269348,0.2669854164123535,-0.3260214030742645,0.16793403029441833,0.466205894947052,0.17177100479602814,0.08279208838939667,0.49192073941230774,-0.3922920823097229,0.32332658767700195,0.42984479665756226
51,"(4, 2, 1, 3, 1, 0)",-0.28710368275642395,-0.3221879005432129,-0.29067036509513855,0.306793749332428,-0.3007848858833313,-0.20469537377357483,-0.03266787528991699,-0.5133948922157288,0.28607410192489624,0.24535338580608368,0.12333055585622787,0.1772942841053009,0.1984696090221405,-0.4389321506023407,0.3055052161216736,0.3034175634384155
53,"(3, 2, 3, 2, 3, 4)",-0.33132612705230713,-0.4912256598472595,-0.01155264675617218,0.4346768260002136,-0.39461177587509155,0.27134037017822266,0.3081705868244171,-0.37396517395973206,0.24521522223949432,0.29635947942733765,0.34287476539611816,0.19244560599327087,0.35999274253845215,-0.22290992736816406,0.2142266035079956,0.45382237434387207
56,"(0, 1, 0, 2, 2, 4)",-0.19785329699516296,-0.26679718494415283,-0.14115330576896667,0.3488048017024994,-0.1232459545135498,-0.15254417061805725,0.016926735639572144,-0.5115801692008972,0.4055180549621582,0.08598253130912781,0.035367414355278015,0.3999493718147278,0.1051097959280014,-0.42570534348487854,0.5738483667373657,0.2263980507850647
57,"(3, 2, 3, 1, 4, 0)",-0.302623987197876,-0.3953636884689331,-0.15464429557323456,0.3735889196395874,-0.3646124005317688,-0.0608871653676033,0.11658751964569092,-0.41389113664627075,0.26605895161628723,0.32023924589157104,0.15396994352340698,0.20948299765586853,0.279380738735199,-0.411417692899704,0.32857799530029297,0.31510722637176514
59,"(4, 0, 2, 0, 3, 4)",-0.46862053871154785,-0.456061452627182,-0.23671284317970276,0.29353928565979004,-0.19379912316799164,-0.14099454879760742,0.20638152956962585,-0.1684386134147644,0.28217384219169617,0.12945662438869476,0.10130327939987183,0.421644389629364,0.24136871099472046,-0.5151288509368896,0.38322538137435913,0.24594025313854218
60,"(4, 2, 4, 4, 4, 4)",-0.8020379543304443,-0.7465116381645203,-0.1483689546585083,0.0064894333481788635,-0.24806863069534302,-0.0004975982010364532,0.08483482152223587,-0.2861440181732178,0.4560660123825073,-0.14079055190086365,0.26499634981155396,0.5898677110671997,-0.19196566939353943,-0.280078649520874,0.1650165617465973,0.23378203809261322
62,"(3, 1, 4, 4, 2, 3)",-0.42141735553741455,-0.512945294380188,-0.22604398429393768,0.24794304370880127,-0.3918536901473999,0.028037842363119125,0.24848094582557678,-0.44041600823402405,0.22264818847179413,0.29458242654800415,0.2986510396003723,0.19054849445819855,0.2186536192893982,-0.26198041439056396,0.12689194083213806,0.3823041319847107
63,"(3, 3, 2, 2, 1, 3)",-0.10030017793178558,-0.3170076012611389,-0.19157040119171143,0.4832223653793335,-0.44050055742263794,0.1783449351787567,0.35278183221817017,-0.5727795362472534,0.13033103942871094,0.41432589292526245,0.2926356792449951,0.09395948052406311,0.44208431243896484,-0.16078174114227295,0.24179694056510925,0.4178231358528137
65,"(0, 3, 2, 2, 0, 3)",-0.12631700932979584,-0.2435595840215683,-0.061014845967292786,0.5440806150436401,-0.22671924531459808,0.08645778894424438,0.20768141746520996,-0.24996642768383026,0.24560189247131348,0.31390106678009033,0.09065172076225281,0.2831090986728668,0.5099141597747803,-0.5024057626724243,0.5283865332603455,0.42128753662109375
66,"(4, 4, 0, 0, 2, 4)",-0.5426119565963745,-0.5166149139404297,-0.1023426502943039,0.16276291012763977,-0.15192970633506775,-0.15763463079929352,0.10912998020648956,-0.21492217481136322,0.3970594108104706,-0.020625293254852295,0.07664327323436737,0.5583230257034302,0.0010753422975540161,-0.5488271713256836,0.4828280508518219,0.12533104419708252
68,"(2, 4, 3, 0, 4, 4)",-0.5764288306236267,-0.547406017780304,-0.21401961147785187,0.18297447264194489,-0.27792441844940186,-0.026378080248832703,0.22098779678344727,-0.21729779243469238,0.3427216112613678,0.09693196415901184,0.13457626104354858,0.4835294187068939,0.14580102264881134,-0.3744516968727112,0.2943456768989563,0.2196628749370575
69,"(3, 2, 4, 3, 2, 2)",-0.21422716975212097,-0.4113950729370117,-0.10174337029457092,0.4190457761287689,-0.3624049425125122,0.3866599202156067,0.4821971356868744,-0.48900842666625977,0.3084518611431122,0.17163527011871338,0.1479174792766571,0.39908266067504883,0.26668721437454224,-0.1430523544549942,0.3899911642074585,0.3351771831512451
71,"(3, 2, 0, 4, 1, 0)",-0.3261468708515167,-0.3180118203163147,-0.20758262276649475,0.3599570393562317,-0.22591471672058105,-0.17764922976493835,0.04099695384502411,-0.34886178374290466,0.28995025157928467,0.21057507395744324,0.07644636183977127,0.2752308249473572,0.24806886911392212,-0.5070034265518188,0.4329650402069092,0.26876410841941833
73,"(2, 3, 1, 3, 4, 0)",-0.3049752116203308,-0.377957820892334,-0.1906483918428421,0.39371874928474426,-0.2964983582496643,-0.10326037555932999,0.21129772067070007,-0.3641473650932312,0.22362284362316132,0.3089978098869324,0.21161314845085144,0.1653505563735962,0.286681592464447,-0.41009455919265747,0.3440556526184082,0.2998936176300049
74,"(0, 2, 1, 3, 0, 4)",-0.28831765055656433,-0.31479310989379883,-0.22286111116409302,0.3306015133857727,-0.1634056568145752,-0.20601195096969604,0.08252321928739548,-0.2925901710987091,0.31803154945373535,0.22039693593978882,0.08685210347175598,0.2704545259475708,0.26434507966041565,-0.5540359020233154,0.4352674186229706,0.3177172541618347
76,"(3, 0, 0, 1, 3, 3)",-0.2261340320110321,-0.3427501916885376,-0.23269504308700562,0.4266035854816437,-0.3453885018825531,-0.214726984500885,0.14301855862140656,-0.17236387729644775,0.12811240553855896,0.5098960399627686,0.22489404678344727,0.014164775609970093,0.5352108478546143,-0.5640124082565308,0.2566368579864502,0.4488486647605896
77,"(2, 0, 2, 2, 1, 2)",0.01168908178806305,-0.1507873237133026,-0.03555256873369217,0.5342284440994263,-0.126009002327919,0.1727173626422882,0.17337250709533691,-0.778831958770752,0.3983692228794098,-0.015072345733642578,0.10390797257423401,0.4164956212043762,0.11026127636432648,-0.21409380435943604,0.6822634935379028,0.2042137235403061
79,"(3, 1, 0, 3, 2, 3)",-0.1480613648891449,-0.2970142066478729,-0.27778148651123047,0.4325326681137085,-0.3585542142391205,0.025183815509080887,0.25486159324645996,-0.39787566661834717,0.19435161352157593,0.45446521043777466,0.20920448005199432,0.06832686811685562,0.479247510433197,-0.3476400375366211,0.26038727164268494,0.4968574345111847
81,"(2, 3, 2, 3, 4, 2)",-0.2483035922050476,-0.40673142671585083,0.06462667137384415,0.46246132254600525,-0.3440338671207428,0.3548472225666046,0.27680346369743347,-0.5193473100662231,0.26676875352859497,0.10332709550857544,0.26256150007247925,0.34167763590812683,0.22985926270484924,-0.17109303176403046,0.35229799151420593,0.3730219304561615
83,"(0, 0, 0, 1, 3, 3)",-0.16404515504837036,-0.2078757882118225,-0.2094421088695526,0.4042550027370453,-0.27699148654937744,-0.36167076230049133,-0.03324054181575775,-0.18573831021785736,0.21680453419685364,0.4343506693840027,0.04624142497777939,0.10880886018276215,0.4322594404220581,-0.6755495667457581,0.43604928255081177,0.34678539633750916
84,"(0, 3, 1, 4, 0, 0)",-0.31621628999710083,-0.29998978972435,-0.27016615867614746,0.32838740944862366,-0.17799586057662964,-0.4059451222419739,-0.09275971353054047,-0.12822623550891876,0.28765231370925903,0.23949885368347168,0.013307034969329834,0.24236121773719788,0.31390106678009033,-0.6861794590950012,0.4681564271450043,0.3117912709712982
89,"(3, 4, 3, 3, 2, 2)",-0.2625337839126587,-0.4532284438610077,-0.04207538813352585,0.3993511199951172,-0.4801122546195984,0.3161435127258301,0.3192903399467468,-0.30967244505882263,0.2380763590335846,0.36265701055526733,0.2544642686843872,0.20587171614170074,0.36897939443588257,-0.22200754284858704,0.22289405763149261,0.4744274616241455
90,"(2, 4, 3, 3, 1, 0)",-0.29837489128112793,-0.38595765829086304,-0.14782796800136566,0.40651392936706543,-0.3510039150714874,-0.023501083254814148,0.15694265067577362,-0.41759616136550903,0.2728809118270874,0.30146294832229614,0.20146235823631287,0.18148943781852722,0.26237088441848755,-0.40574052929878235,0.2942996621131897,0.3302985727787018
91,"(4, 0, 0, 4, 4, 4)",-0.7351630926132202,-0.6236141920089722,-0.25205326080322266,0.0112229585647583,-0.16448505222797394,-0.3401419520378113,0.03533366322517395,-0.022146714851260185,0.455404669046402,-0.05299898982048035,0.12992411851882935,0.5384855270385742,-0.010415062308311462,-0.5829373598098755,0.2835383117198944,0.19787821173667908
92,"(4, 3, 4, 4, 0, 3)",-0.5897133350372314,-0.6516860723495483,-0.08662161231040955,0.21992410719394684,-0.3690629005432129,-0.08995569497346878,0.1376764476299286,-0.034148313105106354,0.2254444658756256,0.2613852024078369,0.333385169506073,0.2744908630847931,0.1927591860294342,-0.5173882246017456,0.16509735584259033,0.35291773080825806
93,"(4, 4, 2, 1, 2, 3)",-0.31343573331832886,-0.4098767340183258,-0.196538507938385,0.21767185628414154,-0.40917903184890747,0.01940213143825531,0.18910039961338043,-0.618388831615448,0.2925589978694916,0.18200820684432983,0.140411376953125,0.3650343716144562,0.05118285119533539,-0.19165655970573425,0.2536567449569702,0.27151304483413696
94,"(0, 0, 0, 4, 3, 0)",-0.3543339967727661,-0.2739272713661194,-0.09941880404949188,0.4205803871154785,-0.0985623151063919,-0.41217243671417236,-0.08953632414340973,0.02048642933368683,0.2814798653125763,0.20763155817985535,0.05757709592580795,0.2800142168998718,0.34879016876220703,-0.8269999623298645,0.5770586133003235,0.212836354970932
95,"(2, 3, 3, 2, 2, 3)",-0.06118769943714142,-0.3424876928329468,0.06672614812850952,0.5261021256446838,-0.36589741706848145,0.47299349308013916,0.37660545110702515,-0.46690574288368225,0.29726147651672363,0.3547127842903137,0.2643653154373169,0.22830398380756378,0.41571271419525146,-0.1668013483285904,0.3724634647369385,0.5151116847991943
96,"(2, 3, 1, 2, 0, 2)",-0.07539856433868408,-0.22981370985507965,-0.24311254918575287,0.4783290922641754,-0.1470780372619629,0.11202093958854675,0.3068998456001282,-0.5870598554611206,0.35196423530578613,0.15109854936599731,0.09498181939125061,0.3094524145126343,0.3330475091934204,-0.22577956318855286,0.5646440386772156,0.3198355436325073
97,"(3, 1, 2, 2, 1, 2)",-0.05004458129405975,-0.21183933317661285,-0.17302347719669342,0.43437689542770386,-0.3345285654067993,0.1781979501247406,0.11285530030727386,-0.8182677030563354,0.3454023599624634,0.20488128066062927,0.1425439864397049,0.2537180781364441,0.16592955589294434,-0.1028936430811882,0.38788139820098877,0.3468107581138611
98,"(3, 0, 0, 4, 4, 0)",-0.48189589381217957,-0.3941640555858612,-0.13800054788589478,0.29570677876472473,-0.19842928647994995,-0.30939650535583496,0.006986156105995178,0.030786119401454926,0.35114365816116333,0.2188657820224762,0.05868802219629288,0.344005823135376,0.2709716260433197,-0.7129799723625183,0.3958314061164856,0.28850412368774414
99,"(4, 0, 3, 0, 4, 2)",-0.4767076373100281,-0.4600871205329895,-0.19215404987335205,0.2978013753890991,-0.23261204361915588,-0.10870061814785004,0.17102091014385223,-0.15440130233764648,0.3260783851146698,0.14567303657531738,0.03401938080787659,0.43768250942230225,0.19124338030815125,-0.5228254199028015,0.3894927501678467,0.24474658071994781
101,"(0, 4, 1, 1, 0, 3)",-0.2601608633995056,-0.28150928020477295,-0.37495458126068115,0.22015172243118286,-0.2768760323524475,-0.40941059589385986,-0.008792474865913391,-0.35140180587768555,0.2714786231517792,0.34460514783859253,0.017330482602119446,0.1708652675151825,0.24194082617759705,-0.5565691590309143,0.3492667078971863,0.3253214955329895
102,"(2, 4, 4, 4, 1, 4)",-0.6376235485076904,-0.6472439169883728,-0.16752305626869202,0.10946681350469589,-0.24612244963645935,-0.08440354466438293,0.06790490448474884,-0.556401252746582,0.3637421429157257,-0.04570049047470093,0.3148554563522339,0.4310683608055115,-0.179860457777977,-0.25639110803604126,0.2072674036026001,0.18309977650642395
103,"(3, 2, 3, 4, 0, 3)",-0.33589470386505127,-0.45737189054489136,-0.08435484021902084,0.4238494038581848,-0.31142157316207886,0.11466895043849945,0.2541535794734955,-0.20698943734169006,0.2351539433002472,0.3056991994380951,0.30995088815689087,0.18202082812786102,0.38016247749328613,-0.39450782537460327,0.2680695652961731,0.4435468912124634
104,"(4, 0, 4, 2, 1, 4)",-0.5113677382469177,-0.5040403604507446,-0.17435821890830994,0.21155230700969696,-0.2202824056148529,-0.21058014035224915,0.0025997087359428406,-0.47141823172569275,0.3246523141860962,0.0402352511882782,0.1815190464258194,0.42684996128082275,-0.07507006824016571,-0.4078425168991089,0.329316645860672,0.11642416566610336
105,"(4, 3, 4, 3, 4, 4)",-0.7608481645584106,-0.7740307450294495,-0.18031133711338043,0.13405413925647736,-0.40415316820144653,-0.023294366896152496,0.1580652892589569,-0.1438143402338028,0.22756825387477875,0.13434553146362305,0.36126217246055603,0.3213878870010376,0.10954295098781586,-0.3210371732711792,0.009579211473464966,0.30119988322257996
106,"(0, 4, 4, 1, 2, 4)",-0.5313355326652527,-0.5151684880256653,-0.15523283183574677,0.11472219228744507,-0.2352995127439499,-0.1852491945028305,-0.015545405447483063,-0.4303153157234192,0.4095132350921631,0.0434606671333313,0.12436982244253159,0.4380452632904053,-0.06386296451091766,-0.39501771330833435,0.3136048913002014,0.25772911310195923
107,"(0, 1, 2, 4, 1, 2)",-0.20368367433547974,-0.23817509412765503,-0.2456212341785431,0.30425405502319336,-0.2430838942527771,-0.08432071655988693,0.014015555381774902,-0.6460608243942261,0.36301612854003906,0.1374683678150177,-0.02102792263031006,0.4085400402545929,0.03291311860084534,-0.3203268051147461,0.47395431995391846,0.18676654994487762
109,"(4, 0, 0, 3, 1, 2)",-0.306827187538147,-0.36635562777519226,-0.21499395370483398,0.3365000784397125,-0.24274326860904694,-0.20053067803382874,0.061052173376083374,-0.38348719477653503,0.3040391504764557,0.22408965229988098,0.10657604038715363,0.29773154854774475,0.22446124255657196,-0.4973739981651306,0.4123619496822357,0.26597660779953003
112,"(2, 4, 1, 3, 2, 2)",-0.23399537801742554,-0.35770323872566223,-0.27364179491996765,0.32518529891967773,-0.2875114679336548,0.21166253089904785,0.37919771671295166,-0.6826800107955933,0.35416579246520996,0.11342814564704895,0.11885540187358856,0.3613634407520294,0.18283401429653168,-0.10038238763809204,0.3769189119338989,0.28706738352775574
115,"(3, 3, 3, 3, 0, 3)",-0.2132263481616974,-0.39914917945861816,-0.045078717172145844,0.531988263130188,-0.4966069757938385,0.05318060144782066,0.3140158951282501,-0.015028521418571472,0.05341744422912598,0.6442280411720276,0.37854087352752686,-0.10736659169197083,0.6650682687759399,-0.5150655508041382,0.13996155560016632,0.5575864911079407
116,"(3, 4, 2, 0, 3, 0)",-0.3091341257095337,-0.354775995016098,-0.11146162450313568,0.4481601119041443,-0.23382386565208435,-0.030529595911502838,0.24742667376995087,-0.12851688265800476,0.2671958804130554,0.2942712903022766,0.19530606269836426,0.24350090324878693,0.38835397362709045,-0.537065327167511,0.4254843592643738,0.39074230194091797
117,"(0, 3, 0, 3, 4, 3)",-0.3718182146549225,-0.43821024894714355,-0.19063904881477356,0.40287455916404724,-0.32324326038360596,-0.12477687001228333,0.2644195258617401,-0.03399062901735306,0.10904277861118317,0.4124377369880676,0.23022262752056122,0.1334214210510254,0.5223584175109863,-0.5407916903495789,0.2871299982070923,0.4232620298862457
119,"(0, 4, 3, 0, 3, 4)",-0.5378240346908569,-0.5047767162322998,-0.1650138944387436,0.2868729829788208,-0.29586076736450195,-0.22372882068157196,0.13694441318511963,-0.031884998083114624,0.22140873968601227,0.2524583339691162,0.182428777217865,0.304837167263031,0.3121028244495392,-0.6018598079681396,0.3050592541694641,0.29421693086624146
120,"(3, 2, 4, 2, 4, 0)",-0.40640687942504883,-0.44302457571029663,-0.1295110285282135,0.40212273597717285,-0.2622530162334442,0.06261321902275085,0.2685753107070923,-0.26893624663352966,0.29900386929512024,0.09298646450042725,0.09836750477552414,0.4387863278388977,0.20472262799739838,-0.3635028898715973,0.4463562071323395,0.21221372485160828
